,Date,BE,BG,CZ,DK,DE,EE,IE,GR,ES,FR,HR,IT,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,GB,NI,EU,Change / previous week
186,2006-01-23, 276.53 , -   , 263.81 , 299.81 , 316.33 , -   ,284.16, 374.29 , 345.42 ,325.64,  , 349.52 , -   , 221.75 , 300.44 , -   , 347.78 , 290.07 , 309.23 , 235.90 , 339.10 , -   , 284.63 , 252.29 , 303.25 , 264.66 , 285.72 , 282.37 ,314.53,+1.01%
187,2006-01-30, 277.37 , -   , 265.13 , 300.05 , 318.32 , -   ,284.21, 374.71 , 345.33 ,328.79,  , 357.22 , 188.88 , 225.32 , 307.48 , -   , 347.78 , 292.28 , 309.64 , 237.75 , 338.51 , -   , 285.24 , 254.13 , 302.07 , 268.55 , 287.94 , 285.60 ,316.54,+0.64%
188,2006-02-06, 278.29 , -   , 266.22 , 306.37 , 318.64 , 208.74 ,284.95, 380.46 , 348.33 ,332.09,  , 365.15 , 186.10 , 221.89 , 311.35 , 241.31 , 347.78 , 285.54 , 310.76 , 239.38 , 341.32 , -   , 287.01 , 253.36 , 294.08 , 268.37 , 287.44 , 283.84 ,318.6,+0.65%
189,2006-02-13, 279.84 , -   , 268.78 , 311.97 , 321.20 , 199.35 ,286.52, 381.07 , 348.40 ,333.62,  , 373.24 , 192.38 , 222.59 , 309.46 , -   , 347.78 , 289.31 , 311.55 , 244.77 , 344.56 , -   , 286.32 , 253.21 , 303.17 , 264.09 , 290.98 , 282.24 ,322.05,+1.08%
190,2006-02-20, 280.00 , -   , 269.43 , 311.32 , 324.02 , 202.31 ,287.22, 380.28 , 348.05 ,335.09,  , 368.48 , 190.64 , 224.21 , 312.76 , -   , 347.78 , 283.72 , 313.98 , 249.89 , 344.88 , -   , 287.47 , 253.18 , 307.17 , 266.27 , 292.78 , 281.41 ,322.26,+0.07%
191,2006-02-27, 281.08 , -   , 270.94 , 313.53 , 328.25 , 203.01 ,289.05, 380.50 , 350.17 ,336.39,  , 380.89 , -   , 222.65 , 316.72 , 238.06 , 347.78 , 301.07 , 314.42 , 246.13 , 344.79 , -   , 287.75 , 256.10 , 300.48 , 263.80 , 292.92 , 280.94 ,326.29,+1.25%
192,2006-03-06, 280.76 , -   , 266.36 , 315.23 , 335.72 , 228.00 ,290.46, 381.22 , 348.93 ,338.15,  , 388.62 , 185.77 , 225.37 , 315.20 , 240.55 , 347.78 , 292.79 , 317.29 , 242.46 , 348.69 , -   , 287.69 , 254.18 , 306.09 , 262.84 , 291.62 , 282.72 ,328.48,+0.67%
193,2006-03-13, 281.13 , -   , 268.17 , 315.29 , 338.82 , 203.95 ,291.31, 376.41 , 349.18 ,340.27,  , 384.71 , 190.12 , 219.65 , 316.60 , -   , 347.78 , 290.58 , 320.86 , 242.45 , 351.56 , -   , 290.25 , 251.90 , 299.75 , 269.87 , 290.45 , 282.30 ,328.78,+0.09%
194,2006-03-20, 283.70 , -   , 271.69 , 313.29 , 336.76 , 228.00 ,291.27, 378.53 , 348.26 ,341.76,  , 387.67 , 141.54 , 217.76 , 323.76 , -   , 347.78 , 286.97 , 320.40 , 245.51 , 349.57 , -   , 290.33 , 258.08 , 299.11 , 269.37 , 291.70 , 283.39 ,329.12,+0.10%
195,2006-03-27, 287.81 , -   , 271.93 , 310.34 , 331.82 , 228.00 ,292.76, 379.15 , 349.67 ,342.36,  , 391.85 , 176.18 , 191.41 , 316.88 , -   , 347.78 , 302.18 , 321.17 , 241.42 , 349.04 , -   , 290.23 , 257.46 , 304.62 , 267.81 , 292.86 , 284.98 ,329.53,+0.13%
196,2006-04-03, 289.83 , -   , 272.87 , 313.94 , 326.55 , -   ,294.16, 380.77 , 349.91 ,342.51,  , 382.34 , 160.86 , 228.35 , 315.56 , -   , 347.78 , 296.48 , 317.03 , 239.60 , 346.94 , -   , 288.78 , 258.01 , 294.64 , 270.41 , 293.71 , 281.39 ,327.27,-0.69%
197,2006-04-10, 286.90 , -   , 273.29 , 313.12 , 326.70 , -   ,296.07, 379.81 , 346.96 ,340.88,  , 379.45 , 162.80 , 229.16 , 326.22 , -   , 347.78 , 297.12 , 312.47 , 237.82 , 346.51 , -   , 287.51 , 256.79 , 296.42 , 268.43 , 300.23 , 288.33 ,326.73,-0.16%
198,2006-04-17, 286.44 , -   , 273.67 , 314.70 , 329.21 , 239.07 ,297.64, 381.56 , 350.73 ,339.64,  , 379.13 , 170.63 , 234.52 , 322.78 , -   , 347.78 , 294.06 , 314.05 , 241.79 , 347.19 , -   , 288.96 , 259.87 , 298.40 , 275.70 , 304.34 , 287.72 ,328.18,+0.44%
199,2006-04-24, 286.63 , -   , 275.97 , 314.43 , 328.76 , 228.00 ,299.93, 383.23 , 350.36 ,338.1,  , 384.50 , 176.28 , 234.37 , 320.37 , -   , 347.78 , 300.46 , 313.69 , 245.87 , 345.97 , -   , 292.60 , 257.27 , 294.70 , 276.05 , 305.67 , 288.40 ,329.44,+0.38%
200,2006-05-01, 290.63 , -   , 276.75 , 320.85 , 324.65 , 242.36 ,299.5, 383.96 , 351.51 ,335.95,  , 382.57 , 168.02 , 232.84 , 319.83 , -   , 347.78 , 293.89 , 313.84 , 247.51 , 345.13 , -   , 291.94 , 255.02 , 301.77 , 276.30 , 306.92 , 292.98 ,329.26,-0.05%
201,2006-05-08, 290.63 , -   , 277.58 , 320.88 , 319.68 , 228.00 ,299.89, 386.24 , 349.91 ,333.79,  , 380.91 , 184.03 , 246.47 , 323.81 , -   , 347.78 , 304.08 , 312.22 , 246.44 , 344.71 , -   , 291.83 , 258.82 , 298.00 , 276.30 , 311.15 , 297.99 ,328.3,-0.29%
202,2006-05-15, 291.44 , -   , 276.82 , 325.32 , 314.05 , 228.00 ,299.71, 388.18 , 348.49 ,333.0,  , 377.67 , 166.55 , 239.36 , 330.53 , -   , 347.78 , 301.51 , 308.38 , 242.11 , 344.23 , -   , 291.03 , 251.29 , 299.09 , 273.54 , 312.62 , 302.55 ,326.33,-0.60%
203,2006-05-22, 295.85 , -   , 279.50 , 325.77 , 308.93 , 236.82 ,298.26, 387.70 , 344.95 ,333.0,  , 372.35 , -   , 238.43 , 330.53 , -   , 347.78 , 304.70 , 304.94 , 240.00 , 341.71 , -   , 290.25 , 254.96 , 301.69 , 275.34 , 311.05 , 300.48 ,324.48,-0.57%
204,2006-05-29, 298.33 , -   , 279.37 , 325.26 , 306.56 , 228.00 ,297.03, 389.19 , 339.95 ,332.2,  , 365.71 , 164.24 , 233.41 , 319.83 , -   , 347.78 , 300.46 , 302.73 , 240.06 , 340.46 , -   , 289.49 , 253.51 , 306.19 , 277.20 , 311.09 , 296.99 ,321.11,-1.04%
205,2006-06-05, 299.71 , -   , 277.12 , 327.91 , 305.24 , 203.75 ,296.64, 389.01 , 341.75 ,332.23,  , 367.13 , 157.12 , 235.21 , 325.39 , -   , 347.78 , 290.32 , 302.49 , 239.94 , 339.12 , -   , 287.76 , 252.68 , 299.32 , 279.62 , 310.55 , 293.02 ,321.08,-0.01%
206,2006-06-12, 300.96 , -   , 275.82 , 326.70 , 305.34 , 229.78 ,296.57, 388.92 , 339.85 ,332.75,  , 369.10 , 162.34 , 238.17 , 322.10 , 235.37 , 347.78 , 291.10 , 304.44 , 237.40 , 340.49 , -   , 290.65 , 257.31 , 300.32 , 279.09 , 313.33 , 296.00 ,321.42,+0.11%
207,2006-06-19, 300.98 , -   , 273.09 , 323.95 , 306.48 , 241.60 ,296.58, 388.86 , 330.06 ,331.23,  , 367.02 , 148.63 , 236.92 , 318.02 , -   , 347.78 , 301.36 , 302.52 , 237.00 , 336.36 , -   , 292.29 , 253.98 , 304.67 , 278.26 , 314.21 , 294.01 ,319.93,-0.46%
208,2006-06-26, 298.50 , -   , 273.68 , 318.70 , 303.16 , 223.97 ,294.52, 390.84 , 330.84 ,329.49,  , 367.02 , 145.34 , 231.38 , 318.39 , -   , 347.78 , 306.34 , 302.78 , 236.74 , 337.51 , -   , 292.53 , 253.51 , 300.10 , 280.68 , 313.79 , 291.58 ,318.79,-0.36%
209,2006-07-03, 297.46 , -   , 275.27 , 319.86 , 295.07 , -   ,291.31, 393.50 , 324.97 ,326.24,  , 361.27 , 163.00 , 231.87 , 323.67 , -   , 366.88 , 292.36 , 298.48 , 238.88 , 334.43 , -   , 293.40 , 252.10 , 301.50 , 279.48 , 311.81 , 290.35 ,315.05,-1.17%
210,2006-07-10, 295.94 , -   , 274.22 , 316.23 , 287.53 , 228.00 ,285.96, 391.20 , 330.39 ,323.9,  , 358.81 , -   , 222.24 , 327.57 , -   , 366.88 , 294.31 , 291.84 , 232.30 , 332.06 , -   , 292.52 , 255.05 , 301.50 , 280.24 , 311.35 , 289.04 ,313.03,-0.64%
211,2006-07-17, 295.45 , -   , 275.41 , 311.92 , 288.15 , 228.00 ,279.63, 394.05 , 327.94 ,322.05,  , 355.47 , 175.00 , 212.26 , 315.91 , -   , 366.88 , 297.11 , 291.35 , 232.39 , 328.10 , -   , 291.61 , 249.90 , 301.73 , 278.80 , 312.83 , 288.87 ,310.57,-0.78%
212,2006-07-24, 293.45 , -   , 273.78 , 315.19 , 293.38 , 228.00 ,275.13, 394.93 , 329.27 ,320.96,  , 352.22 , -   , 202.37 , 319.53 , -   , 366.88 , 288.13 , 294.38 , 236.32 , 327.94 , -   , 292.67 , 258.86 , 309.07 , 278.73 , 308.78 , 286.17 ,310.97,+0.13%
213,2006-07-31, 292.37 , -   , 270.81 , 310.82 , 293.71 , 207.89 ,271.7, 397.52 , 333.65 ,321.05,  , 349.87 , 171.97 , 197.85 , 309.76 , -   , 366.88 , 304.52 , 294.17 , 234.73 , 330.14 , -   , 289.60 , 255.52 , 307.30 , 278.61 , 303.08 , 282.20 ,309.35,-0.52%
214,2006-08-07, 292.03 , -   , 269.92 , 327.00 , 295.17 , 237.72 ,273.32, 397.04 , 333.93 ,321.2,  , 349.87 , -   , 194.09 , 321.31 , -   , 366.88 , 292.24 , 292.56 , 233.76 , 330.56 , -   , 287.79 , 261.19 , 300.39 , 279.88 , 301.43 , 283.33 ,310.53,+0.38%
215,2006-08-14, 293.20 , -   , 270.58 , 323.60 , 297.06 , -   ,275.47, 393.89 , 335.29 ,323.17,  , 353.03 , 162.26 , 209.33 , 304.81 , -   , 366.88 , 293.65 , 296.66 , 236.32 , 334.63 , -   , 288.41 , 261.16 , 313.97 , 278.93 , 301.57 , 284.51 ,312.07,+0.50%
216,2006-08-21, 292.04 , -   , 269.47 , 320.71 , 299.32 , -   ,277.15, 394.56 , 339.70 ,325.09,  , 349.29 , -   , 210.12 , 315.47 , -   , 366.88 , 305.31 , 301.63 , 236.71 , 341.24 , -   , 286.03 , 260.29 , 314.10 , 279.84 , 307.54 , 283.61 ,314.03,+0.63%
217,2006-08-28, 294.54 , -   , 265.79 , 317.91 , 299.04 , -   ,277.13, 394.95 , 345.17 ,325.77,  , 349.13 , -   , 215.12 , 320.08 , -   , 366.88 , 310.68 , 306.58 , 238.69 , 344.63 , -   , 287.45 , 265.59 , 309.69 , 276.96 , 315.10 , 288.58 ,315.62,+0.51%
218,2006-09-04, 294.75 , -   , 265.84 , 324.28 , 296.96 , 228.00 ,278.98, 394.66 , 349.55 ,324.66,  , 351.49 , 153.22 , 211.26 , 313.90 , -   , 366.88 , 251.34 , 306.26 , 238.93 , 356.10 , -   , 286.19 , 262.02 , 307.13 , 274.67 , 319.22 , 287.14 ,315.6,-0.01%
219,2006-09-11, 295.17 , -   , 266.17 , 323.27 , 292.46 , 228.00 ,280.42, 392.91 , 350.92 ,321.19,  , 347.65 , 170.63 , 212.18 , 317.68 , -   , 366.88 , 298.85 , 302.07 , 239.31 , 357.20 , -   , 291.05 , 258.86 , 312.06 , 277.83 , 322.05 , 288.40 ,314.64,-0.30%
220,2006-09-18, 294.90 , -   , 264.02 , 322.24 , 290.97 , 224.79 ,283.97, 399.41 , 350.52 ,317.51,  , 347.07 , 188.45 , 208.79 , 313.59 , -   , 366.88 , 288.49 , 295.28 , 238.69 , 360.74 , -   , 290.02 , 236.56 , 310.64 , 278.92 , 321.76 , 290.72 ,313.95,-0.22%
221,2006-09-25, 294.68 , -   , 262.71 , 318.62 , 295.47 , 242.23 ,285.61, 395.78 , 351.04 ,314.81,  , 347.07 , 174.95 , 204.37 , 315.23 , -   , 366.88 , 305.93 , 298.42 , 237.41 , 364.62 , -   , 292.25 , 258.32 , 308.68 , 275.68 , 320.97 , 289.97 ,314.42,+0.15%
222,2006-10-02, 294.45 , -   , 264.39 , 322.76 , 298.84 , 247.27 ,285.83, 396.52 , 351.04 ,313.34,  , 345.53 , 181.45 , 205.06 , 308.45 , -   , 366.88 , 293.29 , 303.28 , 238.23 , 362.32 , -   , 291.43 , 259.75 , 310.79 , 274.53 , 316.33 , 290.25 ,314.38,-0.02%
223,2006-10-09, 293.26 , -   , 263.02 , 321.59 , 298.04 , 247.27 ,287.04, 398.07 , 348.82 ,313.74,  , 341.97 , 166.94 , 194.12 , 311.47 , -   , 366.88 , 295.77 , 303.42 , 238.91 , 360.52 , -   , 292.59 , 256.57 , 311.43 , 278.07 , 314.09 , 290.31 ,313.1,-0.41%
224,2006-10-16, 293.57 , -   , 263.60 , 324.74 , 294.54 , -   ,284.95, 397.08 , 347.95 ,315.62,  , 342.88 , -   , 192.69 , 307.37 , -   , 366.88 , 291.65 , 303.36 , 239.06 , 360.88 , -   , 292.91 , 260.49 , 306.01 , 278.22 , 315.67 , 291.84 ,313.65,+0.17%
225,2006-10-23, 292.78 , -   , 262.69 , 315.97 , 292.12 , -   ,280.97, 395.01 , 351.28 ,317.21,  , 339.18 , 172.40 , 184.61 , 306.43 , -   , 366.88 , 295.65 , 299.57 , 237.27 , 359.47 , -   , 295.01 , 257.26 , 310.74 , 278.24 , 320.40 , 292.16 ,312.03,-0.52%
226,2006-10-30, 292.66 , -   , 266.22 , 316.19 , 293.31 , 247.27 ,279.65, 395.95 , 350.82 ,317.01,  , 342.33 , 181.39 , 185.32 , 314.54 , -   , 366.88 , 263.48 , 300.75 , 236.21 , 359.49 , -   , 292.47 , 246.98 , 308.98 , 279.06 , 322.00 , 293.56 ,312.54,+0.16%
227,2006-11-06, 292.78 , -   , 267.38 , 316.56 , 297.70 , 211.19 ,284.52, 393.77 , 352.03 ,317.9,  , 340.56 , -   , 185.72 , 313.41 , -   , 366.88 , 292.85 , 301.53 , 240.02 , 360.81 , -   , 287.73 , 257.34 , 306.33 , 281.34 , 324.03 , 292.94 ,314.61,+0.66%
228,2006-11-13, 293.53 , -   , 265.71 , 312.08 , 301.01 , -   ,286.35, 394.70 , 354.07 ,318.15,  , 335.66 , 163.74 , 198.00 , 307.51 , -   , 366.88 , 287.74 , 302.37 , 240.88 , 360.55 , -   , 284.36 , 264.64 , 308.63 , 282.04 , 319.69 , 293.34 ,313.85,-0.24%
229,2006-11-20, 292.87 , -   , 266.20 , 314.60 , 301.42 , 247.27 ,286.21, 396.27 , 354.60 ,317.63,  , 335.78 , -   , 207.58 , 309.75 , -   , 366.88 , 298.53 , 307.17 , 241.38 , 360.72 , -   , 274.47 , 266.10 , 311.25 , 283.29 , 319.36 , 295.72 ,314.91,+0.34%
230,2006-11-27, 292.40 , -   , 267.44 , 315.14 , 300.49 , -   ,284.77, 394.95 , 356.31 ,316.05,  , 335.57 , 179.46 , 216.01 , 308.06 , -   , 366.88 , 293.74 , 306.89 , 243.38 , 363.91 , -   , 287.45 , 266.41 , 308.67 , 285.15 , 319.15 , 296.39 ,314.38,-0.17%
231,2006-12-04, 292.66 , -   , 268.02 , 314.98 , 299.08 , -   ,280.97, 399.87 , 355.59 ,314.92,  , 334.14 , 190.03 , 222.06 , 302.24 , 245.40 , 366.88 , 305.51 , 305.23 , 241.31 , 364.51 , -   , 278.87 , 264.08 , 307.22 , 284.87 , 317.76 , 294.13 ,312.98,-0.45%
232,2006-12-11, 291.57 , -   , 267.03 , 310.65 , 299.93 , 247.27 ,280.35, 398.76 , 359.90 ,315.45,  , 339.74 , 189.32 , 207.12 , 311.80 , 244.26 , 366.88 , 260.11 , 305.93 , 237.96 , 365.04 , -   , 277.51 , 274.03 , 303.77 , 287.90 , 317.64 , 295.06 ,313.99,+0.32%
233,2006-12-18, 290.64 , -   , 269.34 , 313.03 , 303.55 , 247.27 ,284.36, 396.84 , 361.25 ,316.75,  , 345.31 , -   , 195.99 , 318.62 , 224.84 , 366.88 , 286.95 , 306.65 , 236.81 , 367.20 , -   , 269.74 , 262.85 , 311.92 , 290.02 , 317.78 , 298.10 ,317.13,+1.00%
234,2006-12-25, 289.86 , -   , 270.92 , 311.28 , 306.77 , 203.95 ,288.92, 403.07 , 363.96 ,318.82,  , 341.71 , 170.62 , 209.79 , 311.38 , -   , 366.88 , 301.16 , 311.59 , 237.90 , 370.44 , -   , 273.78 , 270.50 , 298.85 , 287.31 , 319.61 , 303.70 ,317.87,+0.23%
235,2007-01-01, 288.65 , -   , 271.30 , 306.71 , 305.67 , 228.58 ,289.27, 399.07 , 365.47 ,320.99,  , 340.43 , 183.55 , 193.28 , 315.81 , -   , 366.88 , 296.81 , 311.41 , 240.12 , 372.48 , 185.87 , 303.49 , 267.81 , 323.26 , 289.31 , 318.72 , 301.38 ,316.69,-0.37%
236,2007-01-08, 288.47 , -   , 267.54 , 306.91 , 303.83 , 247.27 ,288.86, 397.16 , 365.73 ,321.84,  , 336.03 , 172.47 , 208.55 , 315.40 , -   , 366.88 , 297.36 , 311.99 , 243.72 , 376.22 , 201.89 , 315.17 , 268.39 , 324.32 , 288.29 , 318.50 , 301.50 ,316.18,-0.16%
237,2007-01-15, 287.84 , -   , 268.75 , 301.87 , 302.79 , 246.40 ,288.96, 398.20 , 366.46 ,320.94,  , 338.35 , 184.27 , 205.94 , 318.05 , 246.91 , 366.88 , 302.18 , 308.10 , 242.01 , 379.12 , 183.34 , 304.52 , 261.15 , 321.47 , 287.30 , 322.38 , 304.11 ,316.08,-0.03%
238,2007-01-22, 288.11 , -   , 266.44 , 304.92 , 304.43 , 208.74 ,289.93, 398.02 , 366.06 ,319.25,  , 340.61 , 183.22 , 204.53 , 311.81 , 234.62 , 366.88 , 299.55 , 305.46 , 240.15 , 380.87 , 188.08 , 298.40 , 253.43 , 317.87 , 290.54 , 321.44 , 303.76 ,316.3,+0.07%
239,2007-01-29, 287.97 , -   , 264.43 , 309.07 , 308.40 , -   ,290.15, 396.69 , 369.09 ,317.31,  , 340.04 , 186.89 , 200.14 , 317.31 , 234.48 , 366.88 , 290.41 , 307.30 , 236.50 , 382.16 , 199.56 , 304.33 , 259.37 , 327.73 , 291.00 , 319.59 , 300.08 ,317.28,+0.31%
240,2007-02-05, 288.80 , -   , 264.35 , 309.14 , 310.53 , -   ,289.73, 393.57 , 370.41 ,316.6,  , 337.48 , 174.42 , 191.61 , 310.01 , -   , 366.88 , 298.48 , 309.46 , 241.44 , 384.00 , 197.57 , 301.91 , 260.47 , 321.89 , 288.38 , 317.65 , 298.70 ,317.21,-0.02%
241,2007-02-12, 288.56 , -   , 264.08 , 314.03 , 311.47 , 253.69 ,289.69, 393.71 , 369.28 ,316.26,  , 339.06 , 175.41 , 190.24 , 312.49 , 240.94 , 366.88 , 297.93 , 310.12 , 239.03 , 384.02 , 205.39 , 300.51 , 258.51 , 310.57 , 286.48 , 316.73 , 296.92 ,316.89,-0.10%
242,2007-02-19, 287.21 , -   , 265.31 , 305.79 , 311.70 , -   ,289.18, 393.45 , 370.27 ,314.66,  , 337.32 , 170.50 , 182.82 , 309.70 , 246.30 , 366.88 , 286.46 , 309.44 , 241.91 , 380.31 , 181.14 , 297.79 , 261.85 , 319.16 , 283.37 , 315.52 , 295.92 ,315.99,-0.28%
243,2007-02-26, 286.96 , -   , 264.66 , 305.32 , 311.58 , 231.91 ,288.95, 402.13 , 366.90 ,313.21,  , 338.67 , 181.69 , 194.36 , 313.93 , -   , 366.88 , 295.88 , 309.84 , 240.80 , 384.74 , 180.64 , 292.81 , 265.83 , 317.21 , 283.85 , 313.00 , 296.01 ,315.75,-0.08%
244,2007-03-05, 285.49 , -   , 265.22 , 305.49 , 309.76 , -   ,285.81, 400.00 , 365.23 ,311.61,  , 335.68 , 185.60 , 190.10 , 320.97 , 249.10 , 358.26 , 294.67 , 309.70 , 238.53 , 384.26 , 179.57 , 291.74 , 273.99 , 333.09 , 281.14 , 309.94 , 292.92 ,313.97,-0.57%
245,2007-03-12, 283.86 , -   , 267.22 , 305.30 , 305.98 , 253.69 ,285.12, 396.84 , 362.72 ,309.38,  , 336.12 , 180.06 , 192.75 , 313.42 , 234.03 , 358.26 , 293.09 , 307.02 , 237.66 , 383.09 , 192.57 , 292.47 , 265.69 , 317.67 , 283.85 , 307.09 , 292.68 ,312.16,-0.58%
246,2007-03-19, 282.44 , -   , 270.18 , 310.29 , 300.47 , 240.85 ,289.1, 394.00 , 360.21 ,307.01,  , 336.50 , 154.25 , 189.37 , 324.56 , 255.19 , 358.26 , 287.17 , 307.63 , 239.09 , 381.27 , 189.40 , 290.72 , 268.34 , 324.63 , 284.16 , 309.34 , 294.09 ,311.45,-0.23%
247,2007-03-26, 281.87 , -   , 267.94 , 312.11 , 296.73 , 221.58 ,289.78, 391.66 , 360.21 ,304.04,  , 338.52 , 153.14 , 179.90 , 324.56 , 259.64 , 358.26 , 294.60 , 299.79 , 233.97 , 379.55 , 187.94 , 291.21 , 265.92 , 312.83 , 276.48 , 310.23 , 292.31 ,310.13,-0.42%
248,2007-04-02, 281.72 , -   , 268.83 , 308.50 , 296.67 , 253.69 ,290.03, 393.55 , 357.95 ,301.07,  , 335.90 , 169.46 , 179.21 , 332.06 , 247.04 , 352.20 , 292.09 , 300.93 , 236.49 , 378.59 , 190.21 , 291.40 , 269.35 , 309.45 , 275.62 , 312.45 , 292.73 ,309.34,-0.25%
249,2007-04-09, 282.60 , -   , 267.62 , 312.87 , 296.68 , 221.58 ,290.18, 394.85 , 360.90 ,298.18,  , 333.99 , 160.42 , 182.44 , 314.75 , 262.74 , 358.26 , 287.96 , 301.08 , 238.45 , 378.28 , 197.95 , 290.78 , 285.67 , 319.36 , 278.04 , 313.56 , 293.91 ,309.61,+0.09%
250,2007-04-16, 282.80 , -   , 267.74 , 311.59 , 293.31 , 253.69 ,289.97, 394.81 , 355.27 ,296.9,  , 334.51 , 147.00 , 192.15 , 299.36 , 260.17 , 358.26 , 286.21 , 301.09 , 241.84 , 374.77 , 187.62 , 292.59 , 260.97 , 316.24 , 280.41 , 315.87 , 292.97 ,308.45,-0.37%
251,2007-04-23, 281.96 , -   , 267.76 , 308.92 , 286.10 , 221.65 ,287.4, 402.43 , 348.77 ,294.97,  , 332.00 , 178.39 , 190.28 , 318.80 , -   , 358.26 , 286.12 , 293.86 , 242.25 , 372.56 , 197.88 , 288.13 , 265.26 , 320.17 , 284.52 , 313.40 , 292.66 ,305.66,-0.90%
252,2007-04-30, 283.89 , -   , 265.01 , 312.10 , 278.28 , -   ,284.75, 400.02 , 348.52 ,293.24,  , 329.26 , 175.80 , 189.37 , 319.41 , 256.33 , 358.26 , 285.84 , 288.55 , 244.02 , 372.08 , 184.37 , 290.03 , 264.57 , 317.21 , 283.40 , 310.04 , 290.66 ,303.21,-0.80%
253,2007-05-07, 284.34 , -   , 264.84 , 311.25 , 274.59 , -   ,282.36, 400.23 , 350.55 ,291.34,  , 329.32 , 175.65 , 185.95 , 311.42 , 240.54 , 358.26 , 284.18 , 284.53 , 239.58 , 366.40 , 199.44 , 283.75 , 259.28 , 317.87 , 282.10 , 306.98 , 289.98 ,301.84,-0.45%
254,2007-05-14, 283.08 , -   , 263.05 , 306.02 , 275.10 , 236.66 ,278.02, 400.76 , 347.44 ,289.42,  , 327.61 , 182.07 , 188.60 , 293.99 , 237.29 , 358.26 , 284.18 , 283.44 , 234.63 , 362.83 , 191.53 , 280.79 , 262.85 , 311.19 , 271.83 , 304.90 , 286.30 ,299.37,-0.82%
255,2007-05-21, 282.23 , -   , 262.69 , 302.41 , 275.40 , 249.68 ,275.46, 400.67 , 338.34 ,287.8,  , 326.79 , 183.86 , 190.00 , 290.58 , 239.87 , 358.26 , 271.55 , 284.43 , 232.81 , 361.30 , 192.29 , 277.63 , 256.36 , 316.67 , 273.81 , 306.80 , 287.47 ,297.82,-0.52%
256,2007-05-28, 280.29 , -   , 258.90 , 298.49 , 273.10 , 250.99 ,277.3, 401.71 , 332.67 ,285.11,  , 323.91 , 177.20 , 188.41 , 297.56 , 230.47 , 358.26 , 281.60 , 284.76 , 228.46 , 355.99 , 182.73 , 274.13 , 257.72 , 311.48 , 268.48 , 305.89 , 283.67 ,295.15,-0.90%
257,2007-06-04, 278.05 , -   , 259.98 , 297.80 , 268.97 , 220.70 ,280.26, 401.84 , 327.69 ,281.81,  , 319.41 , 171.83 , 190.54 , 290.97 , 237.40 , 358.26 , 270.78 , 283.63 , 228.55 , 349.38 , 193.88 , 274.47 , 265.36 , 309.49 , 267.16 , 303.59 , 283.53 ,292.53,-0.89%
258,2007-06-11, 274.94 , -   , 255.13 , 291.87 , 264.70 , 253.69 ,281.79, 403.29 , 322.10 ,278.59,  , 318.51 , 164.34 , 193.65 , 291.09 , 235.65 , 358.26 , 275.27 , 278.81 , 228.37 , 347.58 , 190.36 , 274.52 , 275.65 , 318.03 , 265.91 , 306.23 , 280.50 ,290.75,-0.61%
259,2007-06-18, 273.07 , -   , 255.20 , 290.38 , 260.30 , 251.51 ,282.4, 403.33 , 317.78 ,277.89,  , 323.56 , 181.96 , 190.97 , 284.82 , 236.79 , 358.26 , 266.22 , 274.45 , 230.99 , 340.82 , 198.46 , 277.76 , 251.01 , 306.03 , 262.12 , 307.74 , 282.44 ,290.33,-0.15%
260,2007-06-25, 272.23 , -   , 251.70 , 288.75 , 258.92 , 218.24 ,281.44, 399.17 , 312.46 ,276.91,  , 324.78 , -   , 186.60 , 282.04 , 239.36 , 358.26 , 265.21 , 272.15 , 228.80 , 339.38 , 189.80 , 278.18 , 254.11 , 317.75 , 264.85 , 308.01 , 281.14 ,289.65,-0.23%
261,2007-07-02, 271.89 , -   , 252.09 , 284.91 , 260.32 , 215.16 ,279.51, 401.72 , 310.98 ,278.62,  , 320.15 , 165.74 , 183.16 , 288.28 , 241.57 , 358.26 , 257.64 , 271.78 , 226.42 , 338.30 , 199.20 , 279.28 , 255.68 , 322.08 , 265.67 , 307.34 , 281.72 ,288.17,-0.51%
262,2007-07-09, 272.46 , -   , 252.57 , 280.11 , 266.17 , -   ,276.43, 396.98 , 304.81 ,281.94,  , 322.47 , 186.46 , 184.05 , 286.03 , 233.79 , 358.26 , 260.19 , 271.54 , 229.05 , 335.37 , 190.82 , 280.74 , 259.56 , 315.68 , 265.54 , 308.15 , 280.90 ,288.86,+0.24%
263,2007-07-16, 272.41 , -   , 254.46 , 274.44 , 273.22 , 241.35 ,273.51, 395.15 , 304.41 ,286.12,  , 318.89 , 201.84 , 186.28 , 280.26 , 236.05 , 358.26 , 260.89 , 278.11 , 229.96 , 331.70 , 190.01 , 280.24 , 248.31 , 325.75 , 268.62 , 310.51 , 282.67 ,289.77,+0.31%
264,2007-07-23, 274.27 , -   , 257.17 , 279.19 , 276.23 , -   ,271.72, 400.95 , 304.41 ,291.22,  , 316.82 , -   , 187.13 , 289.35 , 238.36 , 358.26 , 259.24 , 280.99 , 226.37 , 329.59 , 196.59 , 280.07 , 258.18 , 328.27 , 264.37 , 313.91 , 282.23 ,291.23,+0.50%
