,Date,BE,BG,CZ,DK,DE,EE,IE,GR,ES,FR,HR,IT,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,GB,NI,EU,Change / previous week
0,2002-07-01, 229.18 , -   , -   , 243.55 , 231.87 , -   ,247.67, 357.30 , 267.90 ,264.3,  , 296.78 , -   , -   , 267.60 , -   , -   , 209.20 , 247.37 , -   , 328.58 , -   , -   , -   , 263.90 , 255.27 , 275.59 , 250.59 ,263.92,
1,2002-07-08, 230.02 , -   , -   , 245.68 , 233.95 , -   ,245.91, 356.76 , 266.39 ,264.37,  , 299.78 , -   , -   , 267.20 , -   , -   , 208.13 , 247.30 , -   , 327.79 , -   , -   , -   , 265.61 , 249.76 , 276.79 , 253.39 ,264.62,+0.27%
2,2002-07-15, 230.00 , -   , -   , 246.15 , 237.08 , -   ,243.25, 355.77 , 264.75 ,264.63,  , 304.15 , -   , -   , 267.69 , -   , -   , 214.68 , 252.36 , -   , 327.67 , -   , -   , -   , 259.78 , 244.52 , 275.25 , 253.14 ,265.42,+0.30%
3,2002-07-22, 230.59 , -   , -   , 245.60 , 239.32 , -   ,242.14, 350.14 , 265.23 ,266.04,  , 303.61 , -   , -   , 270.78 , -   , -   , 216.53 , 254.08 , -   , 326.52 , -   , -   , -   , 263.91 , 239.95 , 277.86 , 253.88 ,266.09,+0.25%
4,2002-07-29, 230.53 , -   , -   , 244.62 , 242.25 , -   ,240.59, 349.24 , 266.54 ,268.77,  , 303.23 , -   , -   , 271.55 , -   , -   , 217.32 , 257.18 , -   , 328.29 , -   , -   , -   , 263.27 , 242.94 , 279.98 , 256.26 ,267.28,+0.45%
5,2002-08-05, 232.56 , -   , -   , 249.61 , 243.04 , -   ,237.09, 349.25 , 270.25 ,270.95,  , 299.98 , -   , -   , 268.31 , -   , -   , 214.96 , 259.12 , -   , 328.51 , -   , -   , -   , 261.15 , 242.69 , 278.07 , 252.66 ,266.99,-0.11%
6,2002-08-12, 234.75 , -   , -   , 248.45 , 242.86 , -   ,234.3, 347.19 , 268.01 ,271.7,  , 302.60 , -   , -   , 273.59 , -   , -   , 214.10 , 261.40 , -   , 328.25 , -   , -   , -   , 260.51 , 245.34 , 273.62 , 249.06 ,266.52,-0.18%
7,2002-08-19, 236.81 , -   , -   , 249.18 , 242.77 , -   ,233.41, 347.04 , 271.39 ,272.24,  , 306.27 , -   , -   , 270.47 , -   , -   , 214.54 , 262.40 , -   , 332.53 , -   , -   , -   , 262.55 , 247.03 , 272.96 , 245.12 ,267.67,+0.43%
8,2002-08-26, 236.57 , -   , -   , 250.41 , 243.67 , -   ,234.43, 350.08 , 272.18 ,272.55,  , 312.04 , -   , -   , 268.93 , -   , -   , 217.07 , 265.34 , -   , 322.72 , -   , -   , -   , 262.68 , 247.64 , 274.13 , 244.83 ,269.36,+0.63%
9,2002-09-02, 238.94 , -   , -   , 250.61 , 245.02 , -   ,235.44, 350.54 , 275.32 ,272.9,  , 309.68 , -   , -   , 271.97 , -   , -   , 217.11 , 264.92 , -   , 326.39 , -   , -   , -   , 258.16 , 245.32 , 275.97 , 247.87 ,269.9,+0.20%
10,2002-09-09, 239.22 , -   , -   , 252.42 , 247.97 , -   ,235.24, 355.05 , 273.93 ,272.95,  , 310.61 , -   , -   , 269.34 , -   , -   , 217.56 , 266.47 , -   , 327.06 , -   , -   , -   , 262.61 , 245.71 , 277.58 , 249.76 ,270.88,+0.36%
11,2002-09-16, 239.31 , -   , -   , 253.70 , 250.37 , -   ,231.96, 353.68 , 272.92 ,272.18,  , 311.89 , -   , -   , 269.64 , -   , -   , 218.68 , 268.50 , -   , 327.65 , -   , -   , -   , 260.62 , 247.00 , 274.25 , 248.53 ,270.68,-0.07%
12,2002-09-23, 239.02 , -   , -   , 253.00 , 251.60 , -   ,230.92, 356.60 , 269.68 ,271.9,  , 309.31 , -   , -   , 269.91 , -   , -   , 221.50 , 270.59 , -   , 327.28 , -   , -   , -   , 259.52 , 248.27 , 272.63 , 249.17 ,269.84,-0.31%
13,2002-09-30, 239.23 , -   , -   , 255.38 , 252.58 , -   ,231.38, 355.37 , 271.29 ,271.09,  , 309.63 , -   , -   , 265.81 , -   , -   , 220.91 , 270.93 , -   , 326.41 , -   , -   , -   , 254.62 , 247.51 , 271.59 , 249.10 ,270.01,+0.06%
14,2002-10-07, 239.44 , -   , -   , 256.79 , 254.89 , -   ,230.64, 356.76 , 273.83 ,270.82,  , 307.96 , -   , -   , 269.79 , -   , -   , 220.59 , 272.94 , -   , 326.20 , -   , -   , -   , 258.64 , 246.62 , 270.28 , 248.51 ,270.27,+0.10%
15,2002-10-14, 239.03 , -   , -   , 255.31 , 257.00 , -   ,230.74, 357.63 , 276.30 ,270.76,  , 306.80 , -   , -   , 270.88 , -   , -   , 218.02 , 275.67 , -   , 326.79 , -   , -   , -   , 259.81 , 247.49 , 269.28 , 247.74 ,270.61,+0.13%
16,2002-10-21, 239.22 , -   , -   , 253.33 , 258.24 , -   ,228.74, 356.23 , 275.99 ,271.13,  , 305.61 , -   , -   , 272.43 , -   , -   , 220.69 , 275.95 , -   , 326.91 , -   , -   , -   , 257.34 , 243.59 , 269.03 , 245.65 ,270.2,-0.15%
17,2002-10-28, 239.11 , -   , -   , 254.47 , 257.18 , -   ,226.53, 355.45 , 276.17 ,270.36,  , 306.98 , -   , -   , 274.00 , -   , -   , 221.71 , 275.86 , -   , 328.27 , -   , -   , -   , 257.34 , 245.03 , 267.88 , 244.77 ,269.93,-0.10%
18,2002-11-04, 238.17 , -   , -   , 251.74 , 258.43 , -   ,225.74, 356.38 , 278.78 ,272.73,  , 305.81 , -   , -   , 273.14 , -   , -   , 227.87 , 276.06 , -   , 328.41 , -   , -   , -   , 257.03 , 241.32 , 267.51 , 246.60 ,270.38,+0.17%
19,2002-11-11, 238.29 , -   , -   , 251.29 , 261.01 , -   ,225.77, 356.01 , 281.48 ,276.34,  , 304.55 , -   , -   , 278.89 , -   , -   , 227.92 , 278.24 , -   , 330.31 , -   , -   , -   , 257.41 , 242.62 , 270.27 , 254.13 ,271.9,+0.56%
20,2002-11-18, 238.33 , -   , -   , 251.45 , 263.14 , -   ,231.67, 355.34 , 283.47 ,276.38,  , 307.21 , -   , -   , 268.23 , -   , -   , 229.59 , 278.27 , -   , 326.86 , -   , -   , -   , 257.83 , 242.97 , 270.69 , 260.01 ,273.74,+0.67%
21,2002-11-25, 239.88 , -   , -   , 251.46 , 265.36 , -   ,235.37, 355.64 , 286.09 ,276.84,  , 305.87 , -   , -   , 269.61 , -   , -   , 230.06 , 280.06 , -   , 328.89 , -   , -   , -   , 258.57 , 242.55 , 271.26 , 261.28 ,274.81,+0.39%
22,2002-12-02, 240.77 , -   , -   , 250.54 , 260.54 , -   ,234.09, 355.14 , 286.65 ,277.67,  , 307.77 , -   , -   , 275.97 , -   , -   , 226.92 , 280.50 , -   , 329.81 , -   , -   , -   , 257.88 , 243.28 , 271.28 , 260.67 ,274.36,-0.17%
23,2002-12-09, 241.25 , -   , -   , 250.13 , 255.72 , -   ,232.35, 355.49 , 287.34 ,278.46,  , 306.94 , -   , -   , 270.94 , -   , -   , 229.85 , 273.29 , -   , 331.14 , -   , -   , -   , 258.67 , 241.79 , 270.52 , 257.16 ,273.08,-0.46%
24,2002-12-16, 241.48 , -   , -   , 248.67 , 257.24 , -   ,235.54, 355.21 , 287.80 ,279.04,  , 307.88 , -   , -   , 270.94 , -   , -   , 230.43 , 275.09 , -   , 330.40 , -   , -   , -   , 256.08 , 241.48 , 272.98 , 257.15 ,274.22,+0.42%
25,2002-12-23, 241.48 , -   , -   , 248.66 , 257.96 , -   ,235.54, 355.67 , 285.91 ,279.04,  , 307.75 , -   , -   , 270.94 , -   , -   , 231.46 , 276.49 , -   , 331.32 , -   , -   , -   , 259.34 , 240.66 , 269.99 , 255.52 ,273.83,-0.14%
26,2002-12-30, 241.71 , -   , -   , 245.45 , 262.00 , -   ,242.75, 353.91 , 284.18 ,280.12,  , 309.13 , -   , -   , 276.64 , -   , -   , 237.46 , 282.21 , -   , 332.37 , -   , -   , -   , 255.85 , 241.79 , 269.71 , 259.16 ,275.63,+0.66%
27,2003-01-06, 241.86 , -   , -   , 251.96 , 267.14 , -   ,243.5, 358.69 , 283.78 ,282.28,  , 308.43 , -   , -   , 278.48 , -   , -   , 240.30 , 284.59 , -   , 333.46 , -   , -   , -   , 257.25 , 244.04 , 270.70 , 259.09 ,277.22,+0.58%
28,2003-01-13, 242.10 , -   , -   , 250.92 , 271.65 , -   ,245.3, 355.35 , 291.52 ,284.66,  , 309.89 , -   , -   , 275.50 , -   , -   , 244.22 , 284.40 , -   , 333.25 , -   , -   , -   , 256.11 , 240.74 , 267.29 , 257.80 ,279.12,+0.68%
29,2003-01-20, 242.06 , -   , -   , 250.31 , 271.86 , -   ,247.3, 358.11 , 292.03 ,286.44,  , 311.85 , -   , -   , 278.99 , -   , -   , 242.85 , 284.05 , -   , 335.58 , -   , -   , -   , 255.53 , 238.62 , 264.75 , 256.18 ,279.64,+0.19%
30,2003-01-27, 242.14 , -   , -   , 253.11 , 270.22 , -   ,245.96, 352.48 , 288.94 ,286.93,  , 310.87 , -   , -   , 281.78 , -   , -   , 241.41 , 283.52 , -   , 335.56 , -   , -   , -   , 256.28 , 239.07 , 265.75 , 256.92 ,278.84,-0.29%
31,2003-02-03, 242.08 , -   , -   , 248.07 , 268.28 , -   ,244.54, 359.69 , 288.08 ,286.76,  , 310.20 , -   , -   , 279.98 , -   , -   , 238.25 , 282.21 , -   , 336.09 , -   , -   , -   , 254.41 , 239.69 , 267.43 , 256.90 ,278.18,-0.24%
32,2003-02-10, 242.46 , -   , -   , 249.53 , 272.57 , -   ,241.64, 362.66 , 290.68 ,286.46,  , 312.37 , -   , -   , 282.40 , -   , -   , 238.61 , 282.08 , -   , 337.76 , -   , -   , -   , 253.97 , 241.89 , 262.79 , 255.97 ,278.9,+0.26%
33,2003-02-17, 243.11 , -   , -   , 249.42 , 277.54 , -   ,240.79, 363.72 , 288.18 ,285.72,  , 312.29 , -   , -   , 280.71 , -   , -   , 230.51 , 282.94 , -   , 336.55 , -   , -   , -   , 251.98 , 248.33 , 260.57 , 252.40 ,278.92,+0.01%
34,2003-02-24, 243.49 , -   , -   , 250.06 , 278.59 , -   ,238.44, 365.92 , 289.09 ,284.33,  , 312.04 , -   , -   , 282.42 , -   , -   , 232.78 , 285.56 , -   , 337.49 , -   , -   , -   , 251.47 , 247.81 , 255.73 , 246.20 ,278.25,-0.24%
35,2003-03-03, 243.15 , -   , -   , 249.22 , 277.59 , -   ,235.75, 363.48 , 289.99 ,284.23,  , 312.07 , -   , -   , 283.83 , -   , -   , 233.20 , 285.22 , -   , 337.54 , -   , -   , -   , 253.01 , 251.78 , 250.34 , 242.38 ,277.27,-0.35%
36,2003-03-10, 244.92 , -   , -   , 249.33 , 276.12 , -   ,234.77, 363.76 , 288.63 ,282.99,  , 311.24 , -   , -   , 283.25 , -   , -   , 235.69 , 283.87 , -   , 338.28 , -   , -   , -   , 254.85 , 253.53 , 251.45 , 240.27 ,276.69,-0.21%
37,2003-03-17, 244.76 , -   , -   , 248.05 , 271.24 , -   ,234.31, 366.07 , 286.29 ,281.67,  , 317.03 , -   , -   , 284.98 , -   , -   , 233.76 , 279.15 , -   , 337.68 , -   , -   , -   , 254.66 , 254.18 , 253.14 , 244.36 ,276.59,-0.04%
38,2003-03-24, 243.36 , -   , -   , 249.40 , 266.28 , -   ,234.97, 365.50 , 284.76 ,280.01,  , 318.60 , -   , -   , 281.16 , -   , -   , 237.44 , 274.23 , -   , 339.67 , -   , -   , -   , 251.67 , 255.12 , 253.82 , 244.24 ,275.73,-0.31%
39,2003-03-31, 243.35 , -   , -   , 250.34 , 259.36 , -   ,236.92, 365.06 , 282.30 ,278.14,  , 314.36 , -   , -   , 282.20 , -   , -   , 235.97 , 271.13 , -   , 341.01 , -   , -   , -   , 252.15 , 256.69 , 252.57 , 242.50 ,273.22,-0.91%
40,2003-04-07, 243.39 , -   , -   , 249.39 , 256.36 , -   ,237.19, 366.31 , 281.54 ,277.01,  , 313.69 , -   , -   , 285.77 , -   , -   , 235.04 , 270.45 , -   , 340.85 , -   , -   , -   , 249.57 , 264.00 , 256.99 , 242.34 ,272.99,-0.09%
41,2003-04-14, 243.61 , -   , -   , 240.24 , 257.56 , -   ,235.79, 366.31 , 282.40 ,276.02,  , 316.57 , -   , -   , 287.02 , -   , -   , 233.99 , 269.87 , -   , 340.85 , -   , -   , -   , 250.17 , 264.57 , 254.50 , 238.18 ,272.98,-0.00%
42,2003-04-21, 244.68 , -   , -   , 256.63 , 259.87 , -   ,234.44, 370.95 , 285.17 ,274.32,  , 311.20 , -   , -   , 284.94 , -   , -   , 231.50 , 271.46 , -   , 340.28 , -   , -   , -   , 250.70 , 264.06 , 252.71 , 235.77 ,272.57,-0.15%
43,2003-04-28, 245.27 , -   , -   , 233.62 , 259.86 , -   ,232.67, 365.77 , 288.75 ,273.57,  , 310.57 , -   , -   , 284.63 , -   , -   , 233.41 , 271.16 , -   , 340.49 , -   , -   , -   , 250.30 , 264.77 , 251.76 , 233.96 ,271.87,-0.26%
44,2003-05-05, 248.22 , -   , -   , 248.53 , 254.98 , -   ,233.05, 366.29 , 290.44 ,275.27,  , 311.10 , -   , -   , 285.16 , -   , -   , 232.86 , 268.25 , -   , 340.82 , -   , -   , -   , 250.03 , 264.68 , 248.76 , 231.55 ,271.86,-0.00%
45,2003-05-12, 250.54 , -   , -   , 248.38 , 246.08 , -   ,236.5, 371.36 , 288.73 ,274.48,  , 311.03 , -   , -   , 284.17 , -   , -   , 232.74 , 262.69 , -   , 341.73 , -   , -   , -   , 251.47 , 263.36 , 246.59 , 230.23 ,270.04,-0.67%
46,2003-05-19, 252.42 , -   , -   , 247.94 , 238.17 , -   ,239.0, 364.98 , 286.72 ,273.59,  , 311.38 , -   , -   , 285.49 , -   , -   , 234.73 , 257.64 , -   , 343.20 , -   , -   , -   , 249.46 , 263.60 , 244.10 , 231.94 ,268.21,-0.68%
47,2003-05-26, 255.38 , -   , -   , 249.75 , 238.58 , -   ,241.41, 360.54 , 282.92 ,271.94,  , 311.38 , -   , -   , 283.32 , -   , -   , 234.59 , 255.29 , -   , 342.10 , -   , -   , -   , 252.62 , 262.75 , 242.62 , 230.68 ,267.69,-0.19%
48,2003-06-02, 255.65 , -   , -   , 249.17 , 239.68 , -   ,241.8, 363.88 , 282.11 ,271.57,  , 309.19 , -   , -   , 289.47 , -   , -   , 233.28 , 255.83 , -   , 341.32 , -   , -   , -   , 252.72 , 263.87 , 245.42 , 234.20 ,267.79,+0.04%
49,2003-06-09, 255.98 , -   , -   , 247.14 , 237.49 , -   ,243.29, 362.99 , 278.20 ,269.96,  , 312.04 , -   , -   , 282.08 , -   , -   , 234.39 , 259.05 , -   , 340.55 , -   , -   , -   , 253.65 , 258.75 , 251.94 , 238.24 ,268.21,+0.16%
50,2003-06-16, 256.15 , -   , -   , 241.20 , 233.51 , -   ,242.65, 361.39 , 276.01 ,268.74,  , 312.20 , -   , -   , 286.21 , -   , -   , 240.98 , 259.45 , -   , 341.85 , -   , -   , -   , 249.38 , 256.76 , 253.34 , 241.45 ,267.14,-0.40%
51,2003-06-23, 256.20 , -   , -   , 241.98 , 229.65 , -   ,241.07, 366.79 , 273.32 ,267.3,  , 309.84 , -   , -   , 285.17 , -   , -   , 240.94 , 256.92 , -   , 339.43 , -   , -   , -   , 252.06 , 254.66 , 260.71 , 244.63 ,266.23,-0.34%
52,2003-06-30, 255.78 , -   , -   , 244.51 , 228.37 , -   ,239.66, 365.77 , 273.48 ,266.41,  , 311.29 , -   , -   , 284.62 , -   , -   , 244.69 , 252.88 , -   , 339.15 , -   , -   , -   , 252.80 , 253.80 , 261.44 , 246.07 ,266.13,-0.04%
53,2003-07-07, 255.89 , -   , -   , 242.37 , 226.87 , -   ,240.11, 363.30 , 277.09 ,266.13,  , 316.35 , -   , -   , 286.56 , -   , -   , 232.34 , 253.27 , -   , 337.56 , -   , -   , -   , 252.16 , 254.78 , 258.82 , 245.70 ,266.71,+0.22%
54,2003-07-14, 255.70 , -   , -   , 243.97 , 228.59 , -   ,240.44, 364.44 , 275.44 ,265.42,  , 314.46 , -   , -   , 284.66 , -   , -   , 231.01 , 252.35 , -   , 334.55 , -   , -   , -   , 253.83 , 253.09 , 257.68 , 243.44 ,266.17,-0.20%
55,2003-07-21, 255.76 , -   , -   , 245.65 , 230.64 , -   ,240.02, 366.82 , 275.36 ,266.05,  , 314.91 , -   , -   , 278.08 , -   , -   , 232.06 , 252.62 , -   , 331.58 , -   , -   , -   , 254.59 , 253.09 , 253.52 , 240.16 ,266.17,+0.00%
56,2003-07-28, 256.11 , -   , -   , 243.49 , 230.88 , -   ,239.86, 365.70 , 278.07 ,266.22,  , 312.95 , -   , -   , 291.62 , -   , -   , 236.01 , 253.18 , -   , 328.26 , -   , -   , -   , 254.91 , 252.99 , 256.39 , 242.96 ,266.51,+0.13%
57,2003-08-04, 256.76 , -   , -   , 243.94 , 229.89 , -   ,238.08, 368.97 , 277.93 ,266.74,  , 311.01 , -   , -   , 279.33 , -   , -   , 238.99 , 253.13 , -   , 327.50 , -   , -   , -   , 251.73 , 253.35 , 255.16 , 244.46 ,265.76,-0.28%
58,2003-08-11, 255.12 , -   , -   , 245.69 , 227.91 , -   ,238.13, 369.16 , 277.99 ,267.24,  , 311.01 , -   , -   , 279.39 , -   , -   , 234.76 , 251.83 , -   , 326.21 , -   , -   , -   , 254.43 , 252.81 , 253.39 , 243.97 ,265.2,-0.21%
59,2003-08-18, 254.80 , -   , -   , 243.48 , 226.16 , -   ,238.06, 366.66 , 277.91 ,267.54,  , 310.21 , -   , -   , 279.39 , -   , -   , 232.63 , 253.03 , -   , 325.51 , -   , -   , -   , 252.23 , 252.06 , 259.36 , 248.16 ,265.36,+0.06%
60,2003-08-25, 254.94 , -   , -   , 242.69 , 226.53 , -   ,237.57, 369.39 , 278.03 ,268.39,  , 308.50 , -   , -   , 282.71 , -   , -   , 229.27 , 252.46 , -   , 323.71 , -   , -   , -   , 251.64 , 252.31 , 260.73 , 249.72 ,265.27,-0.03%
61,2003-09-01, 254.84 , -   , -   , 243.74 , 229.62 , -   ,235.5, 369.92 , 278.67 ,269.05,  , 310.29 , -   , -   , 282.68 , -   , -   , 234.93 , 253.27 , -   , 324.51 , -   , -   , -   , 250.95 , 248.90 , 257.66 , 245.97 ,265.74,+0.18%
62,2003-09-08, 255.66 , -   , -   , 242.65 , 234.11 , -   ,231.62, 366.84 , 278.32 ,269.08,  , 308.26 , -   , -   , 289.60 , -   , -   , 228.94 , 256.41 , -   , 325.32 , -   , -   , -   , 253.49 , 246.79 , 254.49 , 240.70 ,265.22,-0.20%
63,2003-09-15, 256.65 , -   , -   , 244.92 , 237.71 , -   ,227.8, 366.80 , 277.06 ,269.89,  , 311.91 , -   , -   , 281.60 , -   , -   , 234.09 , 258.75 , -   , 325.04 , -   , -   , -   , 253.74 , 246.43 , 254.26 , 237.77 ,266.25,+0.39%
64,2003-09-22, 256.55 , -   , -   , 246.41 , 237.78 , -   ,228.18, 366.43 , 276.25 ,269.79,  , 311.91 , -   , -   , 286.81 , -   , -   , 236.50 , 259.76 , -   , 323.23 , -   , -   , -   , 253.94 , 249.88 , 255.21 , 238.37 ,266.46,+0.08%
65,2003-09-29, 255.32 , -   , -   , 248.02 , 234.57 , -   ,229.56, 365.92 , 275.96 ,269.85,  , 310.12 , -   , -   , 288.33 , -   , -   , 229.91 , 258.91 , -   , 325.62 , -   , -   , -   , 249.40 , 243.45 , 253.38 , 235.15 ,265.1,-0.51%
66,2003-10-06, 252.90 , -   , -   , 244.43 , 232.07 , -   ,231.39, 368.94 , 275.54 ,269.84,  , 310.68 , -   , -   , 283.40 , -   , -   , 228.67 , 255.62 , -   , 324.21 , -   , -   , -   , 250.45 , 243.67 , 250.53 , 233.30 ,264.33,-0.29%
67,2003-10-13, 252.28 , -   , -   , 242.71 , 230.09 , -   ,231.71, 370.49 , 274.92 ,269.92,  , 313.33 , -   , -   , 281.78 , -   , -   , 233.63 , 251.32 , -   , 323.31 , -   , -   , -   , 251.91 , 237.70 , 252.53 , 236.68 ,264.54,+0.08%
68,2003-10-20, 251.49 , -   , -   , 245.45 , 231.90 , -   ,233.3, 368.29 , 272.26 ,269.89,  , 310.52 , -   , -   , 283.51 , -   , -   , 234.79 , 251.24 , -   , 320.97 , -   , -   , -   , 250.88 , 230.90 , 254.20 , 238.58 ,264.21,-0.13%
69,2003-10-27, 250.09 , -   , -   , 244.41 , 234.56 , -   ,234.0, 368.38 , 272.63 ,270.32,  , 310.97 , -   , -   , 283.40 , -   , -   , 237.16 , 255.59 , -   , 320.49 , -   , -   , -   , 248.32 , 230.43 , 257.54 , 243.38 ,265.43,+0.46%
70,2003-11-03, 251.97 , -   , -   , 243.30 , 235.14 , -   ,233.63, 367.68 , 274.62 ,270.3,  , 310.92 , -   , -   , 279.59 , -   , -   , 235.09 , 257.42 , -   , 319.96 , -   , -   , -   , 249.45 , 224.29 , 261.53 , 246.61 ,266.12,+0.26%
71,2003-11-10, 251.88 , -   , -   , 245.90 , 233.96 , -   ,234.87, 367.03 , 275.17 ,271.87,  , 316.44 , -   , -   , 280.31 , -   , -   , 238.13 , 258.11 , -   , 318.65 , -   , -   , -   , 252.83 , 221.91 , 262.49 , 246.16 ,267.57,+0.54%
72,2003-11-17, 249.92 , -   , -   , 244.54 , 229.88 , -   ,236.51, 369.22 , 276.93 ,273.24,  , 321.02 , -   , -   , 283.28 , -   , -   , 237.82 , 257.72 , -   , 315.35 , -   , -   , -   , 251.48 , 216.96 , 262.06 , 246.17 ,267.98,+0.16%
73,2003-11-24, 250.21 , -   , -   , 245.07 , 224.80 , -   ,239.33, 369.63 , 279.43 ,273.46,  , 311.89 , -   , -   , 286.02 , -   , -   , 239.41 , 253.68 , -   , 314.90 , -   , -   , -   , 247.05 , 219.65 , 265.62 , 250.00 ,266.32,-0.62%
74,2003-12-01, 250.00 , -   , -   , 243.46 , 220.22 , -   ,243.83, 368.72 , 281.86 ,272.0,  , 308.90 , -   , -   , 281.64 , -   , -   , 237.17 , 249.06 , -   , 314.65 , -   , -   , -   , 247.31 , 220.87 , 266.01 , 250.17 ,265.34,-0.37%
75,2003-12-08, 249.41 , -   , -   , 237.50 , 219.70 , -   ,246.21, 369.63 , 282.33 ,271.56,  , 306.89 , -   , -   , 288.25 , -   , -   , 230.88 , 246.61 , -   , 314.28 , -   , -   , -   , 248.45 , 221.23 , 264.73 , 248.37 ,264.64,-0.26%
76,2003-12-15, 248.43 , -   , -   , 241.39 , 221.64 , -   ,248.16, 368.87 , 282.88 ,271.35,  , 301.67 , -   , -   , 269.50 , -   , -   , 233.08 , 248.31 , -   , 314.56 , -   , -   , -   , 251.51 , 218.59 , 264.68 , 248.16 ,264.32,-0.12%
77,2003-12-22, 247.95 , -   , -   , 228.42 , 227.01 , -   ,248.16, 366.53 , 283.99 ,272.55,  , 306.36 , -   , -   , 284.24 , -   , -   , 229.04 , 253.97 , -   , 313.42 , -   , -   , -   , 246.63 , 216.17 , 265.65 , 249.82 ,266.18,+0.70%
78,2003-12-29, 248.35 , -   , -   , 242.63 , 231.39 , -   ,254.14, 366.32 , 284.82 ,273.44,  , 307.49 , -   , -   , 287.27 , -   , -   , 237.61 , 256.69 , -   , 314.10 , -   , -   , -   , 247.33 , 217.84 , 267.16 , 250.92 ,268.78,+0.98%
79,2004-01-05, 246.35 , -   , -   , 238.91 , 238.06 , -   ,253.09, 367.27 , 286.68 ,276.06,  , 308.24 , -   , -   , 278.16 , -   , -   , 235.07 , 257.26 , -   , 315.88 , -   , -   , -   , 246.16 , 223.04 , 268.98 , 251.56 ,270.71,+0.72%
80,2004-01-12, 246.49 , -   , -   , 238.13 , 241.12 , -   ,254.24, 366.92 , 290.60 ,277.33,  , 310.88 , -   , -   , 287.52 , -   , -   , 232.15 , 260.17 , -   , 318.39 , -   , -   , -   , 247.80 , 228.14 , 272.26 , 256.18 ,273.15,+0.90%
81,2004-01-19, 245.23 , -   , -   , 237.31 , 240.76 , -   ,255.72, 367.09 , 291.88 ,277.14,  , 305.78 , -   , -   , 283.97 , -   , -   , 227.24 , 257.82 , -   , 318.11 , -   , -   , -   , 245.72 , 229.24 , 272.03 , 258.11 ,272.17,-0.36%
82,2004-01-26, 243.60 , -   , -   , 240.02 , 242.26 , -   ,257.04, 367.89 , 292.33 ,277.29,  , 309.80 , -   , -   , 284.14 , -   , -   , 230.15 , 252.44 , -   , 318.43 , -   , -   , -   , 245.91 , 228.78 , 272.99 , 260.03 ,273.48,+0.48%
83,2004-02-02, 242.17 , -   , -   , 238.85 , 246.57 , -   ,259.72, 367.05 , 292.15 ,278.2,  , 308.52 , -   , -   , 279.46 , -   , -   , 233.59 , 250.59 , -   , 317.62 , -   , -   , -   , 246.69 , 233.22 , 273.84 , 260.88 ,274.48,+0.36%
84,2004-02-09, 241.41 , -   , -   , 238.19 , 251.25 , -   ,262.27, 367.86 , 290.84 ,278.08,  , 308.65 , -   , -   , 282.18 , -   , -   , 240.98 , 251.19 , -   , 317.90 , -   , -   , -   , 247.47 , 235.90 , 275.95 , 261.23 ,275.84,+0.50%
85,2004-02-16, 239.92 , -   , -   , 239.26 , 251.96 , -   ,265.44, 364.74 , 288.25 ,278.8,  , 306.24 , -   , -   , 282.42 , -   , -   , 242.49 , 252.71 , -   , 318.34 , -   , -   , -   , 248.13 , 234.11 , 278.23 , 263.07 ,275.89,+0.02%
86,2004-02-23, 238.99 , -   , -   , 237.91 , 251.68 , -   ,265.98, 367.91 , 286.55 ,277.17,  , 306.82 , -   , -   , 278.36 , -   , -   , 235.77 , 252.77 , -   , 316.10 , -   , -   , -   , 247.08 , 237.91 , 279.11 , 264.46 ,275.66,-0.08%
87,2004-03-01, 238.70 , -   , -   , 240.05 , 253.33 , -   ,263.76, 366.73 , 284.90 ,276.77,  , 307.79 , -   , -   , 280.88 , -   , -   , 232.77 , 253.29 , -   , 316.67 , -   , -   , -   , 247.18 , 236.76 , 281.00 , 263.62 ,275.86,+0.07%
88,2004-03-08, 239.56 , -   , -   , 244.64 , 255.20 , -   ,261.34, 369.47 , 283.53 ,276.94,  , 308.57 , -   , -   , 282.42 , -   , -   , 238.20 , 252.85 , -   , 317.64 , -   , -   , -   , 247.40 , 238.49 , 278.26 , 260.88 ,275.9,+0.01%
89,2004-03-15, 239.24 , -   , -   , 245.68 , 255.13 , -   ,263.24, 367.00 , 281.48 ,275.46,  , 310.64 , -   , -   , 282.42 , -   , -   , 240.95 , 255.01 , -   , 314.33 , -   , -   , -   , 248.77 , 236.36 , 276.46 , 259.59 ,275.84,-0.02%
90,2004-03-22, 238.93 , -   , -   , 243.46 , 253.23 , -   ,265.63, 369.05 , 279.68 ,274.84,  , 310.85 , -   , -   , 282.30 , -   , -   , 240.94 , 254.39 , -   , 314.15 , -   , -   , -   , 249.57 , 237.43 , 282.98 , 262.52 ,276.28,+0.16%
91,2004-03-29, 238.30 , -   , -   , 242.91 , 251.23 , -   ,267.47, 363.44 , 278.11 ,274.77,  , 313.48 , -   , -   , 285.53 , -   , -   , 243.67 , 251.36 , -   , 314.63 , -   , -   , -   , 244.99 , 236.48 , 284.50 , 264.44 ,276.4,+0.04%
92,2004-04-05, 237.76 , -   , -   , 246.99 , 250.64 , -   ,269.01, 368.90 , 279.17 ,274.21,  , 316.64 , -   , -   , 287.34 , -   , -   , 241.66 , 250.05 , -   , 312.42 , -   , -   , -   , 246.93 , 237.96 , 288.82 , 266.93 ,277.79,+0.50%
