,Date,Year,Month,Week,Country,Price
15619,2013-07-01,2013,7,27,HU,248.8263
15620,2013-07-08,2013,7,28,HU,257.5535
15621,2013-07-15,2013,7,29,HU,260.5451
15622,2013-07-22,2013,7,30,HU,261.7633
15623,2013-07-29,2013,7,31,HU,241.7027
15624,2013-08-05,2013,8,32,HU,251.6422
15625,2013-08-12,2013,8,33,HU,252.0033
15626,2013-08-19,2013,8,34,HU,251.2127
15627,2013-08-26,2013,8,35,HU,250.6617
15628,2013-09-02,2013,9,36,HU,251.2625
15629,2013-09-09,2013,9,37,HU,237.2491
15630,2013-09-16,2013,9,38,HU,251.3659
15631,2013-09-23,2013,9,39,HU,238.0121
15632,2013-09-30,2013,9,40,HU,249.8391
15633,2013-10-07,2013,10,41,HU,247.1886
15634,2013-10-14,2013,10,42,HU,241.4857
15635,2013-10-21,2013,10,43,HU,244.7557
15636,2013-10-28,2013,10,44,HU,241.9673
15637,2013-11-04,2013,11,45,HU,240.1917
15638,2013-11-11,2013,11,46,HU,245.9364
15639,2013-11-18,2013,11,47,HU,243.4109
15640,2013-11-25,2013,11,48,HU,242.8211
15641,2013-12-02,2013,12,49,HU,270.4454
15642,2013-12-09,2013,12,50,HU,254.7596
15643,2013-12-16,2013,12,51,HU,257.3854
15644,2013-12-23,2013,12,52,HU,258.658
15645,2013-12-30,2013,12,1,HU,258.56
15646,2014-01-06,2014,1,2,HU,244.145
15647,2014-01-13,2014,1,3,HU,243.2213
15648,2014-01-20,2014,1,4,HU,241.6245
15649,2014-01-27,2014,1,5,HU,245.7686
15650,2014-02-03,2014,2,6,HU,230.2086
15651,2014-02-10,2014,2,7,HU,213.8743
15652,2014-02-17,2014,2,8,HU,235.5455
15653,2014-02-24,2014,2,9,HU,245.7234
15654,2014-03-03,2014,3,10,HU,236.39
15655,2014-03-10,2014,3,11,HU,250.5553
15656,2014-03-17,2014,3,12,HU,0.0
15657,2014-03-24,2014,3,13,HU,0.0
15658,2014-03-31,2014,3,14,HU,242.6024
15659,2014-04-07,2014,4,15,HU,255.8096
15660,2014-04-14,2014,4,16,HU,0.0
15661,2014-04-21,2014,4,17,HU,0.0
15662,2014-04-28,2014,4,18,HU,0.0
15663,2014-05-05,2014,5,19,HU,0.0
15664,2014-05-12,2014,5,20,HU,0.0
15665,2014-05-19,2014,5,21,HU,237.9697
15666,2014-05-26,2014,5,22,HU,0.0
15667,2014-06-02,2014,6,23,HU,0.0
15668,2014-06-09,2014,6,24,HU,255.7545
15669,2014-06-16,2014,6,25,HU,254.5732
15670,2014-06-23,2014,6,26,HU,250.2285
15671,2014-06-30,2014,6,27,HU,247.2357
15672,2014-07-07,2014,7,28,HU,233.6894
15673,2014-07-14,2014,7,29,HU,233.7767
15674,2014-07-21,2014,7,30,HU,251.5112
15675,2014-07-28,2014,7,31,HU,258.7351
15676,2014-08-04,2014,8,32,HU,240.8813
15677,2014-08-11,2014,8,33,HU,360.99
15678,2014-08-18,2014,8,34,HU,371.0417
15679,2014-08-25,2014,8,35,HU,368.4415
15680,2014-09-01,2014,9,36,HU,367.5309
15681,2014-09-08,2014,9,37,HU,371.9872
15682,2014-09-15,2014,9,38,HU,366.0845
15683,2014-09-22,2014,9,39,HU,368.5873
15684,2014-09-29,2014,9,40,HU,372.9334
15685,2014-10-06,2014,10,41,HU,370.7154
15686,2014-10-13,2014,10,42,HU,369.534
15687,2014-10-20,2014,10,43,HU,365.1724
15688,2014-10-27,2014,10,44,HU,370.4509
15689,2014-11-03,2014,11,45,HU,366.628
15690,2014-11-10,2014,11,46,HU,369.8925
15691,2014-11-17,2014,11,47,HU,370.7259
15692,2014-11-24,2014,11,48,HU,370.6851
15693,2014-12-01,2014,12,49,HU,368.9058
15694,2014-12-08,2014,12,50,HU,371.9313
15695,2014-12-15,2014,12,51,HU,370.0563
15696,2014-12-22,2014,12,52,HU,376.1893
15697,2014-12-29,2014,12,1,HU,376.3446
15698,2015-01-05,2015,1,2,HU,374.802
15699,2015-01-12,2015,1,3,HU,375.3538
15700,2015-01-19,2015,1,4,HU,372.6872
15701,2015-01-26,2015,1,5,HU,372.8914
15702,2015-02-02,2015,2,6,HU,363.4122
15703,2015-02-09,2015,2,7,HU,372.95
15704,2015-02-16,2015,2,8,HU,376.5487
15705,2015-02-23,2015,2,9,HU,374.9219
15706,2015-03-02,2015,3,10,HU,372.5809
15707,2015-03-09,2015,3,11,HU,380.6115
15708,2015-03-16,2015,3,12,HU,376.0534
15709,2015-03-23,2015,3,13,HU,378.8586
15710,2015-03-30,2015,3,14,HU,378.5036
15711,2015-04-06,2015,4,15,HU,370.58
15712,2015-04-13,2015,4,16,HU,379.3231
15713,2015-04-20,2015,4,17,HU,381.9265
15714,2015-04-27,2015,4,18,HU,381.9129
15715,2015-05-04,2015,5,19,HU,377.8274
15716,2015-05-11,2015,5,20,HU,375.4227
15717,2015-05-18,2015,5,21,HU,364.6755
15718,2015-05-25,2015,5,22,HU,376.3246
15719,2015-06-01,2015,6,23,HU,375.9873
15720,2015-06-08,2015,6,24,HU,375.2702
15721,2015-06-15,2015,6,25,HU,375.4861
15722,2015-06-22,2015,6,26,HU,374.0465
15723,2015-06-29,2015,6,27,HU,374.8516
15724,2015-07-06,2015,7,28,HU,375.3932
15725,2015-07-13,2015,7,29,HU,370.5112
15726,2015-07-20,2015,7,30,HU,374.8917
15727,2015-07-27,2015,7,31,HU,372.9221
15728,2015-08-03,2015,8,32,HU,369.1597
15729,2015-08-10,2015,8,33,HU,370.6305
15730,2015-08-17,2015,8,34,HU,371.7209
15731,2015-08-24,2015,8,35,HU,370.434
15732,2015-08-31,2015,8,36,HU,370.7286
15733,2015-09-07,2015,9,37,HU,370.1061
15734,2015-09-14,2015,9,38,HU,369.362
15735,2015-09-21,2015,9,39,HU,362.4368
15736,2015-09-28,2015,9,40,HU,372.295
15737,2015-10-05,2015,10,41,HU,374.9576
15738,2015-10-12,2015,10,42,HU,369.5459
15739,2015-10-19,2015,10,43,HU,361.0327
15740,2015-10-26,2015,10,44,HU,373.7754
15741,2015-11-02,2015,11,45,HU,376.1491
15742,2015-11-09,2015,11,46,HU,367.141
15743,2015-11-16,2015,11,47,HU,372.5736
15744,2015-11-23,2015,11,48,HU,369.3271
15745,2015-11-30,2015,11,49,HU,374.1627
15746,2015-12-07,2015,12,50,HU,373.0884
15747,2015-12-14,2015,12,51,HU,374.8697
15748,2015-12-21,2015,12,52,HU,376.383
15749,2015-12-28,2015,12,53,HU,372.4839
15750,2016-01-04,2016,1,1,HU,375.7426
15751,2016-01-11,2016,1,2,HU,374.5185
15752,2016-01-18,2016,1,3,HU,373.7279
15753,2016-01-25,2016,1,4,HU,376.0838
15754,2016-02-01,2016,2,5,HU,380.422
15755,2016-02-08,2016,2,6,HU,376.1842
15756,2016-02-15,2016,2,7,HU,378.2915
15757,2016-02-22,2016,2,8,HU,377.4497
15758,2016-02-29,2016,2,9,HU,378.1571
15759,2016-03-07,2016,3,10,HU,380.5828
15760,2016-03-14,2016,3,11,HU,375.4196
15761,2016-03-21,2016,3,12,HU,375.3882
15762,2016-03-28,2016,3,13,HU,368.8624
15763,2016-04-04,2016,4,14,HU,374.1015
15764,2016-04-11,2016,4,15,HU,375.3294
15765,2016-04-18,2016,4,16,HU,375.2683
15766,2016-04-25,2016,4,17,HU,367.8689
15767,2016-05-02,2016,5,18,HU,376.8682
15768,2016-05-09,2016,5,19,HU,370.7944
15769,2016-05-16,2016,5,20,HU,371.5926
15770,2016-05-23,2016,5,21,HU,368.6036
15771,2016-05-30,2016,5,22,HU,371.7368
15772,2016-06-06,2016,6,23,HU,369.6093
15773,2016-06-13,2016,6,24,HU,370.817
15774,2016-06-20,2016,6,25,HU,373.6709
15775,2016-06-27,2016,6,26,HU,372.0592
15776,2016-07-04,2016,7,27,HU,373.018
15777,2016-07-11,2016,7,28,HU,375.744
15778,2016-07-18,2016,7,29,HU,371.544
15779,2016-07-25,2016,7,30,HU,371.1379
15780,2016-08-01,2016,8,31,HU,368.1737
15781,2016-08-08,2016,8,32,HU,368.2401
15782,2016-08-15,2016,8,33,HU,372.5615
15783,2016-08-22,2016,8,34,HU,372.7106
15784,2016-08-29,2016,8,35,HU,370.6521
15785,2016-09-05,2016,9,36,HU,370.1499
15786,2016-09-12,2016,9,37,HU,368.0951
15787,2016-09-19,2016,9,38,HU,372.664
15788,2016-09-26,2016,9,39,HU,374.8797
15789,2016-10-03,2016,10,40,HU,374.8207
15790,2016-10-10,2016,10,41,HU,372.2781
15791,2016-10-17,2016,10,42,HU,373.9056
15792,2016-10-24,2016,10,43,HU,375.2514
15793,2016-10-31,2016,10,44,HU,372.019
15794,2016-11-07,2016,11,45,HU,362.1742
15795,2016-11-14,2016,11,46,HU,365.6666
15796,2016-11-21,2016,11,47,HU,379.2725
15797,2016-11-28,2016,11,48,HU,379.8281
15798,2016-12-05,2016,12,49,HU,375.5542
15799,2016-12-12,2016,12,50,HU,374.4139
15800,2016-12-19,2016,12,51,HU,374.0197
15801,2016-12-26,2016,12,52,HU,376.6663
15802,2017-01-02,2017,1,1,HU,377.2874
15803,2017-01-09,2017,1,2,HU,381.8967
15804,2017-01-16,2017,1,3,HU,375.8392
15805,2017-01-23,2017,1,4,HU,372.3104
15806,2017-01-30,2017,1,5,HU,373.5148
15807,2017-02-06,2017,2,6,HU,380.7383
15808,2017-02-13,2017,2,7,HU,379.2233
15809,2017-02-20,2017,2,8,HU,380.4288
15810,2017-02-27,2017,2,9,HU,381.1609
15811,2017-03-06,2017,3,10,HU,377.9349
15812,2017-03-13,2017,3,11,HU,378.5112
15813,2017-03-20,2017,3,12,HU,369.7942
15814,2017-03-27,2017,3,13,HU,368.714
15815,2017-04-03,2017,4,14,HU,375.0531
15816,2017-04-10,2017,4,15,HU,372.1713
15817,2017-04-17,2017,4,16,HU,371.8258
15818,2017-04-24,2017,4,17,HU,376.436
15819,2017-05-01,2017,5,18,HU,375.338
15820,2017-05-08,2017,5,19,HU,371.9084
15821,2017-05-15,2017,5,20,HU,373.9345
15822,2017-05-22,2017,5,21,HU,376.7841
15823,2017-05-29,2017,5,22,HU,369.6178
15824,2017-06-05,2017,6,23,HU,367.087
15825,2017-06-12,2017,6,24,HU,367.7879
15826,2017-06-19,2017,6,25,HU,380.9565
15827,2017-06-26,2017,6,26,HU,375.1453
15828,2017-07-03,2017,7,27,HU,377.3454
15829,2017-07-10,2017,7,28,HU,369.9327
15830,2017-07-17,2017,7,29,HU,378.7597
15831,2017-07-24,2017,7,30,HU,377.8258
15832,2017-07-31,2017,7,31,HU,377.1971
15833,2017-08-07,2017,8,32,HU,377.8681
15834,2017-08-14,2017,8,33,HU,376.3317
15835,2017-08-21,2017,8,34,HU,367.3359
15836,2017-08-28,2017,8,35,HU,376.6454
15837,2017-09-04,2017,9,36,HU,379.3379
15838,2017-09-11,2017,9,37,HU,382.0042
15839,2017-09-18,2017,9,38,HU,376.247
15840,2017-09-25,2017,9,39,HU,381.4048
15841,2017-10-02,2017,10,40,HU,378.3051
15842,2017-10-09,2017,10,41,HU,370.1632
15843,2017-10-16,2017,10,42,HU,379.2782
15844,2017-10-23,2017,10,43,HU,378.9834
15845,2017-10-30,2017,10,44,HU,379.8152
15846,2017-11-06,2017,11,45,HU,378.5502
15847,2017-11-13,2017,11,46,HU,379.6502
15848,2017-11-20,2017,11,47,HU,379.0159
15849,2017-11-27,2017,11,48,HU,381.4575
15850,2017-12-04,2017,12,49,HU,382.4319
15851,2017-12-11,2017,12,50,HU,373.0276
15852,2017-12-18,2017,12,51,HU,382.5739
15853,2017-12-25,2017,12,52,HU,381.261
15854,2018-01-01,2018,1,1,HU,381.3438
15855,2018-01-08,2018,1,2,HU,381.2509
15856,2018-01-15,2018,1,3,HU,381.8011
15857,2018-01-22,2018,1,4,HU,375.9195
15858,2018-01-29,2018,1,5,HU,378.6502
15859,2018-02-05,2018,2,6,HU,377.6789
15860,2018-02-12,2018,2,7,HU,382.0205
15861,2018-02-19,2018,2,8,HU,382.6284
15862,2018-02-26,2018,2,9,HU,383.8177
15863,2018-03-05,2018,3,10,HU,386.7187
15864,2018-03-12,2018,3,11,HU,387.3075
15865,2018-03-19,2018,3,12,HU,387.361
15866,2018-03-26,2018,3,13,HU,382.7786
15867,2018-04-02,2018,4,14,HU,390.9389
15868,2018-04-09,2018,4,15,HU,389.3077
15869,2018-04-16,2018,4,16,HU,389.1706
15870,2018-04-23,2018,4,17,HU,386.8529
15871,2018-04-30,2018,4,18,HU,382.5141
15872,2018-05-07,2018,5,19,HU,375.8224
15873,2018-05-14,2018,5,20,HU,375.1548
15874,2018-05-21,2018,5,21,HU,366.2637
15875,2018-05-28,2018,5,22,HU,386.0942
15876,2018-06-04,2018,6,23,HU,382.0144
15877,2018-06-11,2018,6,24,HU,383.7962
15878,2018-06-18,2018,6,25,HU,384.5009
15879,2018-06-25,2018,6,26,HU,377.6731
15880,2018-07-02,2018,7,27,HU,378.6021
15881,2018-07-09,2018,7,28,HU,381.3213
15882,2018-07-16,2018,7,29,HU,378.012
15883,2018-07-23,2018,7,30,HU,367.3671
15884,2018-07-30,2018,7,31,HU,380.8318
15885,2018-08-06,2018,8,32,HU,384.1685
15886,2018-08-13,2018,8,33,HU,382.9009
15887,2018-08-20,2018,8,34,HU,378.4714
15888,2018-08-27,2018,8,35,HU,382.0024
15889,2018-09-03,2018,9,36,HU,375.5225
15890,2018-09-10,2018,9,37,HU,
15891,2018-09-17,2018,9,38,HU,385.654
15892,2018-09-24,2018,9,39,HU,
15893,2018-10-01,2018,10,40,HU,
15894,2018-10-08,2018,10,41,HU,
15895,2018-10-15,2018,10,42,HU,383.6328
15896,2018-10-22,2018,10,43,HU,378.9053
15897,2018-10-29,2018,10,44,HU,
15898,2018-11-05,2018,11,45,HU,
15899,2018-11-12,2018,11,46,HU,
15900,2018-11-19,2018,11,47,HU,383.7541
15901,2018-11-26,2018,11,48,HU,
15902,2018-12-03,2018,12,49,HU,
15903,2018-12-10,2018,12,50,HU,
15904,2018-12-17,2018,12,51,HU,
15905,2018-12-24,2018,12,52,HU,
15906,2018-12-31,2018,12,1,HU,
15907,2019-01-07,2019,1,2,HU,
15908,2019-01-14,2019,1,3,HU,
15909,2019-01-21,2019,1,4,HU,
15910,2019-01-28,2019,1,5,HU,
15911,2019-02-04,2019,2,6,HU,
15912,2019-02-11,2019,2,7,HU,390.1295
15913,2019-02-18,2019,2,8,HU,
15914,2019-02-25,2019,2,9,HU,390.7543
15915,2019-03-04,2019,3,10,HU,386.763
15916,2019-03-11,2019,3,11,HU,371.3328
15917,2019-03-18,2019,3,12,HU,367.3964
15918,2019-03-25,2019,3,13,HU,371.0286
15919,2019-04-01,2019,4,14,HU,370.11
15920,2019-04-08,2019,4,15,HU,371.6363
15921,2019-04-15,2019,4,16,HU,368.7674
15922,2019-04-22,2019,4,17,HU,367.3096
15923,2019-04-29,2019,4,18,HU,367.0717
15924,2019-05-06,2019,5,19,HU,365.8272
15925,2019-05-13,2019,5,20,HU,386.2731
15926,2019-05-20,2019,5,21,HU,366.4512
15927,2019-05-27,2019,5,22,HU,371.1228
15928,2019-06-03,2019,6,23,HU,368.1713
15929,2019-06-10,2019,6,24,HU,369.3889
15930,2019-06-17,2019,6,25,HU,362.253
15931,2019-06-24,2019,6,26,HU,366.7622
15932,2019-07-01,2019,7,27,HU,368.2001
15933,2019-07-08,2019,7,28,HU,368.4508
15934,2019-07-15,2019,7,29,HU,366.0559
15935,2019-07-22,2019,7,30,HU,354.6493
15936,2019-07-29,2019,7,31,HU,362.9796
15937,2019-08-05,2019,8,32,HU,362.9796
15938,2019-08-12,2019,8,33,HU,361.9491
15939,2019-08-19,2019,8,34,HU,353.4849
15940,2019-08-26,2019,8,35,HU,367.8205
15941,2019-09-02,2019,9,36,HU,367.1017
15942,2019-09-09,2019,9,37,HU,366.1756
15943,2019-09-16,2019,9,38,HU,368.5409
15944,2019-09-23,2019,9,39,HU,370.5883
15945,2019-09-30,2019,9,40,HU,368.9727
15946,2019-10-07,2019,10,41,HU,359.4248
15947,2019-10-14,2019,10,42,HU,365.5302
15948,2019-10-21,2019,10,43,HU,366.3255
15949,2019-10-28,2019,10,44,HU,364.5015
15950,2019-11-04,2019,11,45,HU,369.785
15951,2019-11-11,2019,11,46,HU,369.4396
15952,2019-11-18,2019,11,47,HU,364.4675
15953,2019-11-25,2019,11,48,HU,368.2304
15954,2019-12-02,2019,12,49,HU,371.1827
15955,2019-12-09,2019,12,50,HU,378.7636
15956,2019-12-16,2019,12,51,HU,369.8106
15957,2019-12-23,2019,12,52,HU,355.1733
15958,2019-12-30,2019,12,1,HU,367.3549
15959,2020-01-06,2020,1,2,HU,367.0959
15960,2020-01-13,2020,1,3,HU,368.93
15961,2020-01-20,2020,1,4,HU,367.6446
15962,2020-01-27,2020,1,5,HU,370.6128
15963,2020-02-03,2020,2,6,HU,369.6721
15964,2020-02-10,2020,2,7,HU,361.9009
15965,2020-02-17,2020,2,8,HU,389.1488
15966,2020-02-24,2020,2,9,HU,364.4572
15967,2020-03-02,2020,3,10,HU,367.0798
15968,2020-03-09,2020,3,11,HU,361.1876
15969,2020-03-16,2020,3,12,HU,366.4197
15970,2020-03-23,2020,3,13,HU,365.61
15971,2020-03-30,2020,3,14,HU,360.9988
15972,2020-04-06,2020,4,15,HU,361.6273
15973,2020-04-13,2020,4,16,HU,359.0965
15974,2020-04-20,2020,4,17,HU,354.4767
15975,2020-04-27,2020,4,18,HU,357.8284
15976,2020-05-04,2020,5,19,HU,358.2219
15977,2020-05-11,2020,5,20,HU,357.1695
15978,2020-05-18,2020,5,21,HU,367.5677
15979,2020-05-25,2020,5,22,HU,380.9896
15980,2020-06-01,2020,6,23,HU,384.8614
15981,2020-06-08,2020,6,24,HU,381.4379
15982,2020-06-15,2020,6,25,HU,379.0914
15983,2020-06-22,2020,6,26,HU,384.1582
15984,2020-06-29,2020,6,27,HU,378.4832
15985,2020-07-06,2020,7,28,HU,382.1852
15986,2020-07-13,2020,7,29,HU,381.5367
15987,2020-07-20,2020,7,30,HU,381.7413
15988,2020-07-27,2020,7,31,HU,380.979
15989,2020-08-03,2020,8,32,HU,381.7527
15990,2020-08-10,2020,8,33,HU,384.0887
15991,2020-08-17,2020,8,34,HU,381.5194
15992,2020-08-24,2020,8,35,HU,379.1536
15993,2020-08-31,2020,8,36,HU,382.0889
15994,2020-09-07,2020,9,37,HU,381.3315
15995,2020-09-14,2020,9,38,HU,385.9163
15996,2020-09-21,2020,9,39,HU,383.8895
15997,2020-09-28,2020,9,40,HU,381.2136
15998,2020-10-05,2020,10,41,HU,378.5948
15999,2020-10-12,2020,10,42,HU,381.06
16000,2020-10-19,2020,10,43,HU,379.7726
16001,2020-10-26,2020,10,44,HU,384.9323
16002,2020-11-02,2020,11,45,HU,385.4709
16003,2020-11-09,2020,11,46,HU,381.8403
16004,2020-11-16,2020,11,47,HU,379.2578
16005,2020-11-23,2020,11,48,HU,381.9999
16006,2020-11-30,2020,11,49,HU,386.4712
16007,2020-12-07,2020,12,50,HU,383.0484
16008,2020-12-14,2020,12,51,HU,376.8217
16009,2020-12-21,2020,12,52,HU,383.8064
16010,2020-12-28,2020,12,53,HU,390.3775
16011,2021-01-04,2021,1,1,HU,
16012,2021-01-11,2021,1,2,HU,
16013,2021-01-18,2021,1,3,HU,
16014,2021-01-25,2021,1,4,HU,
16015,2021-02-01,2021,2,5,HU,
16016,2021-02-08,2021,2,6,HU,
16017,2021-02-15,2021,2,7,HU,
16018,2021-02-22,2021,2,8,HU,
16019,2021-03-01,2021,3,9,HU,
16020,2021-03-08,2021,3,10,HU,
16021,2021-03-15,2021,3,11,HU,
16022,2021-03-22,2021,3,12,HU,
16023,2021-03-29,2021,3,13,HU,
16024,2021-04-05,2021,4,14,HU,
16025,2021-04-12,2021,4,15,HU,
16026,2021-04-19,2021,4,16,HU,
16027,2021-04-26,2021,4,17,HU,387.3547
16028,2021-05-03,2021,5,18,HU,
16029,2021-05-10,2021,5,19,HU,
16030,2021-05-17,2021,5,20,HU,
16031,2021-05-24,2021,5,21,HU,
16032,2021-05-31,2021,5,22,HU,
16033,2021-06-07,2021,6,23,HU,
16034,2021-06-14,2021,6,24,HU,
16035,2021-06-21,2021,6,25,HU,
16036,2021-06-28,2021,6,26,HU,
16037,2021-07-05,2021,7,27,HU,
16038,2021-07-12,2021,7,28,HU,
16039,2021-07-19,2021,7,29,HU,
16040,2021-07-26,2021,7,30,HU,
16041,2021-08-02,2021,8,31,HU,
16042,2021-08-09,2021,8,32,HU,
16043,2021-08-16,2021,8,33,HU,
16044,2021-08-23,2021,8,34,HU,
16045,2021-08-30,2021,8,35,HU,
16046,2021-09-06,2021,9,36,HU,
16047,2021-09-13,2021,9,37,HU,
16048,2002-07-01,2002,7,27,MT,0.0
16049,2002-07-08,2002,7,28,MT,0.0
16050,2002-07-15,2002,7,29,MT,0.0
16051,2002-07-22,2002,7,30,MT,0.0
16052,2002-07-29,2002,7,31,MT,0.0
16053,2002-08-05,2002,8,32,MT,0.0
16054,2002-08-12,2002,8,33,MT,0.0
16055,2002-08-19,2002,8,34,MT,0.0
16056,2002-08-26,2002,8,35,MT,0.0
16057,2002-09-02,2002,9,36,MT,0.0
16058,2002-09-09,2002,9,37,MT,0.0
16059,2002-09-16,2002,9,38,MT,0.0
16060,2002-09-23,2002,9,39,MT,0.0
16061,2002-09-30,2002,9,40,MT,0.0
16062,2002-10-07,2002,10,41,MT,0.0
16063,2002-10-14,2002,10,42,MT,0.0
16064,2002-10-21,2002,10,43,MT,0.0
16065,2002-10-28,2002,10,44,MT,0.0
16066,2002-11-04,2002,11,45,MT,0.0
16067,2002-11-11,2002,11,46,MT,0.0
16068,2002-11-18,2002,11,47,MT,0.0
16069,2002-11-25,2002,11,48,MT,0.0
16070,2002-12-02,2002,12,49,MT,0.0
16071,2002-12-09,2002,12,50,MT,0.0
16072,2002-12-16,2002,12,51,MT,0.0
16073,2002-12-23,2002,12,52,MT,0.0
16074,2002-12-30,2002,12,1,MT,0.0
16075,2003-01-06,2003,1,2,MT,0.0
16076,2003-01-13,2003,1,3,MT,0.0
16077,2003-01-20,2003,1,4,MT,0.0
16078,2003-01-27,2003,1,5,MT,0.0
16079,2003-02-03,2003,2,6,MT,0.0
16080,2003-02-10,2003,2,7,MT,0.0
16081,2003-02-17,2003,2,8,MT,0.0
16082,2003-02-24,2003,2,9,MT,0.0
16083,2003-03-03,2003,3,10,MT,0.0
16084,2003-03-10,2003,3,11,MT,0.0
16085,2003-03-17,2003,3,12,MT,0.0
16086,2003-03-24,2003,3,13,MT,0.0
16087,2003-03-31,2003,3,14,MT,0.0
16088,2003-04-07,2003,4,15,MT,0.0
16089,2003-04-14,2003,4,16,MT,0.0
16090,2003-04-21,2003,4,17,MT,0.0
16091,2003-04-28,2003,4,18,MT,0.0
16092,2003-05-05,2003,5,19,MT,0.0
16093,2003-05-12,2003,5,20,MT,0.0
16094,2003-05-19,2003,5,21,MT,0.0
16095,2003-05-26,2003,5,22,MT,0.0
16096,2003-06-02,2003,6,23,MT,0.0
16097,2003-06-09,2003,6,24,MT,0.0
16098,2003-06-16,2003,6,25,MT,0.0
16099,2003-06-23,2003,6,26,MT,0.0
16100,2003-06-30,2003,6,27,MT,0.0
16101,2003-07-07,2003,7,28,MT,0.0
16102,2003-07-14,2003,7,29,MT,0.0
16103,2003-07-21,2003,7,30,MT,0.0
16104,2003-07-28,2003,7,31,MT,0.0
16105,2003-08-04,2003,8,32,MT,0.0
16106,2003-08-11,2003,8,33,MT,0.0
16107,2003-08-18,2003,8,34,MT,0.0
16108,2003-08-25,2003,8,35,MT,0.0
16109,2003-09-01,2003,9,36,MT,0.0
16110,2003-09-08,2003,9,37,MT,0.0
16111,2003-09-15,2003,9,38,MT,0.0
16112,2003-09-22,2003,9,39,MT,0.0
16113,2003-09-29,2003,9,40,MT,0.0
16114,2003-10-06,2003,10,41,MT,0.0
16115,2003-10-13,2003,10,42,MT,0.0
16116,2003-10-20,2003,10,43,MT,0.0
16117,2003-10-27,2003,10,44,MT,0.0
16118,2003-11-03,2003,11,45,MT,0.0
16119,2003-11-10,2003,11,46,MT,0.0
16120,2003-11-17,2003,11,47,MT,0.0
16121,2003-11-24,2003,11,48,MT,0.0
16122,2003-12-01,2003,12,49,MT,0.0
16123,2003-12-08,2003,12,50,MT,0.0
16124,2003-12-15,2003,12,51,MT,0.0
16125,2003-12-22,2003,12,52,MT,0.0
16126,2003-12-29,2003,12,1,MT,0.0
16127,2004-01-05,2004,1,2,MT,0.0
16128,2004-01-12,2004,1,3,MT,0.0
16129,2004-01-19,2004,1,4,MT,0.0
16130,2004-01-26,2004,1,5,MT,0.0
16131,2004-02-02,2004,2,6,MT,0.0
16132,2004-02-09,2004,2,7,MT,0.0
16133,2004-02-16,2004,2,8,MT,0.0
16134,2004-02-23,2004,2,9,MT,0.0
16135,2004-03-01,2004,3,10,MT,0.0
16136,2004-03-08,2004,3,11,MT,0.0
16137,2004-03-15,2004,3,12,MT,0.0
16138,2004-03-22,2004,3,13,MT,0.0
16139,2004-03-29,2004,3,14,MT,0.0
16140,2004-04-05,2004,4,15,MT,0.0
16141,2004-04-12,2004,4,16,MT,0.0
16142,2004-04-19,2004,4,17,MT,0.0
16143,2004-04-26,2004,4,18,MT,0.0
16144,2004-05-03,2004,5,19,MT,320.0309
16145,2004-05-10,2004,5,20,MT,320.7186
16146,2004-05-17,2004,5,21,MT,320.1597
16147,2004-05-24,2004,5,22,MT,320.4496
16148,2004-05-31,2004,5,23,MT,321.8994
16149,2004-06-07,2004,6,24,MT,322.1697
16150,2004-06-14,2004,6,25,MT,322.8745
16151,2004-06-21,2004,6,26,MT,322.2779
16152,2004-06-28,2004,6,27,MT,321.7159
16153,2004-07-05,2004,7,28,MT,321.3817
16154,2004-07-12,2004,7,29,MT,321.4787
16155,2004-07-19,2004,7,30,MT,321.7698
16156,2004-07-26,2004,7,31,MT,322.4512
16157,2004-08-02,2004,8,32,MT,325.7342
16158,2004-08-09,2004,8,33,MT,324.6858
16159,2004-08-16,2004,8,34,MT,323.958
16160,2004-08-23,2004,8,35,MT,324.3377
16161,2004-08-30,2004,8,36,MT,324.099
16162,2004-09-06,2004,9,37,MT,323.6225
16163,2004-09-13,2004,9,38,MT,323.4279
16164,2004-09-20,2004,9,39,MT,323.2551
16165,2004-09-27,2004,9,40,MT,322.8994
16166,2004-10-04,2004,10,41,MT,322.4801
16167,2004-10-11,2004,10,42,MT,322.4694
16168,2004-10-18,2004,10,43,MT,321.7729
16169,2004-10-25,2004,10,44,MT,321.154
16170,2004-11-01,2004,11,45,MT,321.0263
16171,2004-11-08,2004,11,46,MT,320.442
16172,2004-11-15,2004,11,47,MT,320.1137
16173,2004-11-22,2004,11,48,MT,319.8598
16174,2004-11-29,2004,11,49,MT,320.1666
16175,2004-12-06,2004,12,50,MT,320.3359
16176,2004-12-13,2004,12,51,MT,320.5586
16177,2004-12-20,2004,12,52,MT,319.786
16178,2004-12-27,2004,12,53,MT,318.6285
16179,2005-01-03,2005,1,1,MT,319.1431
16180,2005-01-10,2005,1,2,MT,319.8493
16181,2005-01-17,2005,1,3,MT,320.3572
16182,2005-01-24,2005,1,4,MT,320.6861
16183,2005-01-31,2005,1,5,MT,320.9624
16184,2005-02-07,2005,2,6,MT,321.5485
16185,2005-02-14,2005,2,7,MT,321.0902
16186,2005-02-21,2005,2,8,MT,320.7073
16187,2005-02-28,2005,2,9,MT,320.9411
16188,2005-03-07,2005,3,10,MT,317.1845
16189,2005-03-14,2005,3,11,MT,319.807
16190,2005-03-21,2005,3,12,MT,320.3466
16191,2005-03-28,2005,3,13,MT,321.154
16192,2005-04-04,2005,4,14,MT,323.0478
