,Date,Year,Month,Week,Country,Price
8084,2003-08-25,2003,8,35,ES,278.0331
8085,2003-09-01,2003,9,36,ES,278.6668
8086,2003-09-08,2003,9,37,ES,278.3193
8087,2003-09-15,2003,9,38,ES,277.0599
8088,2003-09-22,2003,9,39,ES,276.2471
8089,2003-09-29,2003,9,40,ES,275.9623
8090,2003-10-06,2003,10,41,ES,275.5366
8091,2003-10-13,2003,10,42,ES,274.9211
8092,2003-10-20,2003,10,43,ES,272.2613
8093,2003-10-27,2003,10,44,ES,272.6315
8094,2003-11-03,2003,11,45,ES,274.6182
8095,2003-11-10,2003,11,46,ES,275.1673
8096,2003-11-17,2003,11,47,ES,276.9295
8097,2003-11-24,2003,11,48,ES,279.4331
8098,2003-12-01,2003,12,49,ES,281.8614
8099,2003-12-08,2003,12,50,ES,282.3262
8100,2003-12-15,2003,12,51,ES,282.8783
8101,2003-12-22,2003,12,52,ES,283.9903
8102,2003-12-29,2003,12,1,ES,284.822
8103,2004-01-05,2004,1,2,ES,286.6847
8104,2004-01-12,2004,1,3,ES,290.596
8105,2004-01-19,2004,1,4,ES,291.8803
8106,2004-01-26,2004,1,5,ES,292.3289
8107,2004-02-02,2004,2,6,ES,292.1481
8108,2004-02-09,2004,2,7,ES,290.835
8109,2004-02-16,2004,2,8,ES,288.251
8110,2004-02-23,2004,2,9,ES,286.5474
8111,2004-03-01,2004,3,10,ES,284.8985
8112,2004-03-08,2004,3,11,ES,283.533
8113,2004-03-15,2004,3,12,ES,281.4759
8114,2004-03-22,2004,3,13,ES,279.679
8115,2004-03-29,2004,3,14,ES,278.1059
8116,2004-04-05,2004,4,15,ES,279.1744
8117,2004-04-12,2004,4,16,ES,278.2486
8118,2004-04-19,2004,4,17,ES,279.3955
8119,2004-04-26,2004,4,18,ES,278.9914
8120,2004-05-03,2004,5,19,ES,280.1272
8121,2004-05-10,2004,5,20,ES,277.2957
8122,2004-05-17,2004,5,21,ES,275.7101
8123,2004-05-24,2004,5,22,ES,272.8068
8124,2004-05-31,2004,5,23,ES,273.4397
8125,2004-06-07,2004,6,24,ES,270.6913
8126,2004-06-14,2004,6,25,ES,271.5055
8127,2004-06-21,2004,6,26,ES,270.8917
8128,2004-06-28,2004,6,27,ES,268.329
8129,2004-07-05,2004,7,28,ES,268.9826
8130,2004-07-12,2004,7,29,ES,264.4404
8131,2004-07-19,2004,7,30,ES,266.7893
8132,2004-07-26,2004,7,31,ES,267.127
8133,2004-08-02,2004,8,32,ES,266.2274
8134,2004-08-09,2004,8,33,ES,265.554
8135,2004-08-16,2004,8,34,ES,265.7962
8136,2004-08-23,2004,8,35,ES,267.4958
8137,2004-08-30,2004,8,36,ES,265.1291
8138,2004-09-06,2004,9,37,ES,266.511
8139,2004-09-13,2004,9,38,ES,267.5836
8140,2004-09-20,2004,9,39,ES,265.842
8141,2004-09-27,2004,9,40,ES,263.8306
8142,2004-10-04,2004,10,41,ES,264.7137
8143,2004-10-11,2004,10,42,ES,262.6008
8144,2004-10-18,2004,10,43,ES,267.4593
8145,2004-10-25,2004,10,44,ES,270.0439
8146,2004-11-01,2004,11,45,ES,269.9235
8147,2004-11-08,2004,11,46,ES,276.3085
8148,2004-11-15,2004,11,47,ES,279.5787
8149,2004-11-22,2004,11,48,ES,282.914
8150,2004-11-29,2004,11,49,ES,279.7503
8151,2004-12-06,2004,12,50,ES,279.7503
8152,2004-12-13,2004,12,51,ES,283.2292
8153,2004-12-20,2004,12,52,ES,283.1572
8154,2004-12-27,2004,12,53,ES,280.6529
8155,2005-01-03,2005,1,1,ES,283.3054
8156,2005-01-10,2005,1,2,ES,285.4846
8157,2005-01-17,2005,1,3,ES,287.3888
8158,2005-01-24,2005,1,4,ES,288.2166
8159,2005-01-31,2005,1,5,ES,287.7474
8160,2005-02-07,2005,2,6,ES,292.7068
8161,2005-02-14,2005,2,7,ES,292.7702
8162,2005-02-21,2005,2,8,ES,293.9682
8163,2005-02-28,2005,2,9,ES,294.6549
8164,2005-03-07,2005,3,10,ES,295.1879
8165,2005-03-14,2005,3,11,ES,296.6566
8166,2005-03-21,2005,3,12,ES,299.1095
8167,2005-03-28,2005,3,13,ES,298.7393
8168,2005-04-04,2005,4,14,ES,299.8903
8169,2005-04-11,2005,4,15,ES,298.8766
8170,2005-04-18,2005,4,16,ES,297.9222
8171,2005-04-25,2005,4,17,ES,293.8299
8172,2005-05-02,2005,5,18,ES,295.624
8173,2005-05-09,2005,5,19,ES,295.2179
8174,2005-05-16,2005,5,20,ES,291.8366
8175,2005-05-23,2005,5,21,ES,291.1958
8176,2005-05-30,2005,5,22,ES,290.5389
8177,2005-06-06,2005,6,23,ES,288.2806
8178,2005-06-13,2005,6,24,ES,290.0495
8179,2005-06-20,2005,6,25,ES,288.2602
8180,2005-06-27,2005,6,26,ES,288.4534
8181,2005-07-04,2005,7,27,ES,287.6148
8182,2005-07-11,2005,7,28,ES,285.6915
8183,2005-07-18,2005,7,29,ES,288.7221
8184,2005-07-25,2005,7,30,ES,288.4326
8185,2005-08-01,2005,8,31,ES,290.8884
8186,2005-08-08,2005,8,32,ES,290.967
8187,2005-08-15,2005,8,33,ES,289.8999
8188,2005-08-22,2005,8,34,ES,292.6866
8189,2005-08-29,2005,8,35,ES,295.0704
8190,2005-09-05,2005,9,36,ES,295.6255
8191,2005-09-12,2005,9,37,ES,297.8033
8192,2005-09-19,2005,9,38,ES,298.8031
8193,2005-09-26,2005,9,39,ES,298.9536
8194,2005-10-03,2005,10,40,ES,299.7486
8195,2005-10-10,2005,10,41,ES,299.629
8196,2005-10-17,2005,10,42,ES,301.3413
8197,2005-10-24,2005,10,43,ES,306.4364
8198,2005-10-31,2005,10,44,ES,311.5729
8199,2005-11-07,2005,11,45,ES,312.6168
8200,2005-11-14,2005,11,46,ES,318.0116
8201,2005-11-21,2005,11,47,ES,319.664
8202,2005-11-28,2005,11,48,ES,322.5095
8203,2005-12-05,2005,12,49,ES,322.9688
8204,2005-12-12,2005,12,50,ES,327.2051
8205,2005-12-19,2005,12,51,ES,324.723
8206,2005-12-26,2005,12,52,ES,331.9352
8207,2006-01-02,2006,1,1,ES,331.3887
8208,2006-01-09,2006,1,2,ES,336.5397
8209,2006-01-16,2006,1,3,ES,342.8862
8210,2006-01-23,2006,1,4,ES,345.4229
8211,2006-01-30,2006,1,5,ES,345.3275
8212,2006-02-06,2006,2,6,ES,348.3264
8213,2006-02-13,2006,2,7,ES,348.4029
8214,2006-02-20,2006,2,8,ES,348.0532
8215,2006-02-27,2006,2,9,ES,350.1682
8216,2006-03-06,2006,3,10,ES,348.9294
8217,2006-03-13,2006,3,11,ES,349.1806
8218,2006-03-20,2006,3,12,ES,348.2648
8219,2006-03-27,2006,3,13,ES,349.6736
8220,2006-04-03,2006,4,14,ES,349.9123
8221,2006-04-10,2006,4,15,ES,346.9633
8222,2006-04-17,2006,4,16,ES,350.7288
8223,2006-04-24,2006,4,17,ES,350.3572
8224,2006-05-01,2006,5,18,ES,351.5055
8225,2006-05-08,2006,5,19,ES,349.9121
8226,2006-05-15,2006,5,20,ES,348.4899
8227,2006-05-22,2006,5,21,ES,344.9454
8228,2006-05-29,2006,5,22,ES,339.9509
8229,2006-06-05,2006,6,23,ES,341.7508
8230,2006-06-12,2006,6,24,ES,339.8524
8231,2006-06-19,2006,6,25,ES,330.0581
8232,2006-06-26,2006,6,26,ES,330.8372
8233,2006-07-03,2006,7,27,ES,324.974
8234,2006-07-10,2006,7,28,ES,330.387
8235,2006-07-17,2006,7,29,ES,327.9369
8236,2006-07-24,2006,7,30,ES,329.2726
8237,2006-07-31,2006,7,31,ES,333.6548
8238,2006-08-07,2006,8,32,ES,333.9294
8239,2006-08-14,2006,8,33,ES,335.2887
8240,2006-08-21,2006,8,34,ES,339.7025
8241,2006-08-28,2006,8,35,ES,345.1665
8242,2006-09-04,2006,9,36,ES,349.5519
8243,2006-09-11,2006,9,37,ES,350.9234
8244,2006-09-18,2006,9,38,ES,350.522
8245,2006-09-25,2006,9,39,ES,351.0356
8246,2006-10-02,2006,10,40,ES,351.0353
8247,2006-10-09,2006,10,41,ES,348.8156
8248,2006-10-16,2006,10,42,ES,347.9464
8249,2006-10-23,2006,10,43,ES,351.2838
8250,2006-10-30,2006,10,44,ES,350.8175
8251,2006-11-06,2006,11,45,ES,352.0302
8252,2006-11-13,2006,11,46,ES,354.0728
8253,2006-11-20,2006,11,47,ES,354.6012
8254,2006-11-27,2006,11,48,ES,356.3092
8255,2006-12-04,2006,12,49,ES,355.586
8256,2006-12-11,2006,12,50,ES,359.8959
8257,2006-12-18,2006,12,51,ES,361.2507
8258,2006-12-25,2006,12,52,ES,363.9634
8259,2007-01-01,2007,1,1,ES,365.4652
8260,2007-01-08,2007,1,2,ES,365.7337
8261,2007-01-15,2007,1,3,ES,366.4645
8262,2007-01-22,2007,1,4,ES,366.0573
8263,2007-01-29,2007,1,5,ES,369.094
8264,2007-02-05,2007,2,6,ES,370.4083
8265,2007-02-12,2007,2,7,ES,369.2841
8266,2007-02-19,2007,2,8,ES,370.2733
8267,2007-02-26,2007,2,9,ES,366.9033
8268,2007-03-05,2007,3,10,ES,365.2272
8269,2007-03-12,2007,3,11,ES,362.723
8270,2007-03-19,2007,3,12,ES,360.2109
8271,2007-03-26,2007,3,13,ES,360.2109
8272,2007-04-02,2007,4,14,ES,357.9499
8273,2007-04-09,2007,4,15,ES,360.9031
8274,2007-04-16,2007,4,16,ES,355.2718
8275,2007-04-23,2007,4,17,ES,348.7688
8276,2007-04-30,2007,4,18,ES,348.5242
8277,2007-05-07,2007,5,19,ES,350.5452
8278,2007-05-14,2007,5,20,ES,347.4395
8279,2007-05-21,2007,5,21,ES,338.3387
8280,2007-05-28,2007,5,22,ES,332.6715
8281,2007-06-04,2007,6,23,ES,327.6869
8282,2007-06-11,2007,6,24,ES,322.0984
8283,2007-06-18,2007,6,25,ES,317.7849
8284,2007-06-25,2007,6,26,ES,312.459
8285,2007-07-02,2007,7,27,ES,310.9792
8286,2007-07-09,2007,7,28,ES,304.8106
8287,2007-07-16,2007,7,29,ES,304.4115
8288,2007-07-23,2007,7,30,ES,304.4115
8289,2007-07-30,2007,7,31,ES,309.6006
8290,2007-08-06,2007,8,32,ES,317.3583
8291,2007-08-13,2007,8,33,ES,329.1795
8292,2007-08-20,2007,8,34,ES,333.6741
8293,2007-08-27,2007,8,35,ES,334.6766
8294,2007-09-03,2007,9,36,ES,334.0597
8295,2007-09-10,2007,9,37,ES,330.0603
8296,2007-09-17,2007,9,38,ES,326.305
8297,2007-09-24,2007,9,39,ES,319.4209
8298,2007-10-01,2007,10,40,ES,320.2092
8299,2007-10-08,2007,10,41,ES,320.2815
8300,2007-10-15,2007,10,42,ES,318.6155
8301,2007-10-22,2007,10,43,ES,315.9824
8302,2007-10-29,2007,10,44,ES,319.145
8303,2007-11-05,2007,11,45,ES,321.5716
8304,2007-11-12,2007,11,46,ES,321.6614
8305,2007-11-19,2007,11,47,ES,321.6524
8306,2007-11-26,2007,11,48,ES,323.1926
8307,2007-12-03,2007,12,49,ES,324.9776
8308,2007-12-10,2007,12,50,ES,321.4895
8309,2007-12-17,2007,12,51,ES,321.5671
8310,2007-12-24,2007,12,52,ES,319.3773
8311,2007-12-31,2007,12,1,ES,319.3019
8312,2008-01-07,2008,1,2,ES,322.8804
8313,2008-01-14,2008,1,3,ES,328.7413
8314,2008-01-21,2008,1,4,ES,326.5051
8315,2008-01-28,2008,1,5,ES,326.8806
8316,2008-02-04,2008,2,6,ES,327.5924
8317,2008-02-11,2008,2,7,ES,321.4957
8318,2008-02-18,2008,2,8,ES,325.4418
8319,2008-02-25,2008,2,9,ES,322.7955
8320,2008-03-03,2008,3,10,ES,322.388
8321,2008-03-10,2008,3,11,ES,321.2587
8322,2008-03-17,2008,3,12,ES,320.5918
8323,2008-03-24,2008,3,13,ES,319.7755
8324,2008-03-31,2008,3,14,ES,318.4375
8325,2008-04-07,2008,4,15,ES,318.0905
8326,2008-04-14,2008,4,16,ES,319.121
8327,2008-04-21,2008,4,17,ES,318.371
8328,2008-04-28,2008,4,18,ES,315.4086
8329,2008-05-05,2008,5,19,ES,310.9704
8330,2008-05-12,2008,5,20,ES,310.7972
8331,2008-05-19,2008,5,21,ES,306.3867
8332,2008-05-26,2008,5,22,ES,305.4036
8333,2008-06-02,2008,6,23,ES,307.0147
8334,2008-06-09,2008,6,24,ES,307.4242
8335,2008-06-16,2008,6,25,ES,308.6748
8336,2008-06-23,2008,6,26,ES,306.7526
8337,2008-06-30,2008,6,27,ES,305.4545
8338,2008-07-07,2008,7,28,ES,304.4507
8339,2008-07-14,2008,7,29,ES,302.6147
8340,2008-07-21,2008,7,30,ES,301.0387
8341,2008-07-28,2008,7,31,ES,307.3678
8342,2008-08-04,2008,8,32,ES,307.3212
8343,2008-08-11,2008,8,33,ES,302.5743
8344,2008-08-18,2008,8,34,ES,307.1121
8345,2008-08-25,2008,8,35,ES,313.9166
8346,2008-09-01,2008,9,36,ES,316.9034
8347,2008-09-08,2008,9,37,ES,317.2103
8348,2008-09-15,2008,9,38,ES,317.1852
8349,2008-09-22,2008,9,39,ES,316.4719
8350,2008-09-29,2008,9,40,ES,316.0535
8351,2008-10-06,2008,10,41,ES,319.9043
8352,2008-10-13,2008,10,42,ES,321.6502
8353,2008-10-20,2008,10,43,ES,324.3016
8354,2008-10-27,2008,10,44,ES,325.7342
8355,2008-11-03,2008,11,45,ES,325.7342
8356,2008-11-10,2008,11,46,ES,326.9946
8357,2008-11-17,2008,11,47,ES,329.4107
8358,2008-11-24,2008,11,48,ES,328.4923
8359,2008-12-01,2008,12,49,ES,332.3191
8360,2008-12-08,2008,12,50,ES,332.3191
8361,2008-12-15,2008,12,51,ES,336.1432
8362,2008-12-22,2008,12,52,ES,337.4511
8363,2008-12-29,2008,12,1,ES,340.4066
8364,2009-01-05,2009,1,2,ES,342.6976
8365,2009-01-12,2009,1,3,ES,346.4991
8366,2009-01-19,2009,1,4,ES,348.9907
8367,2009-01-26,2009,1,5,ES,349.5156
8368,2009-02-02,2009,2,6,ES,349.2183
8369,2009-02-09,2009,2,7,ES,346.8145
8370,2009-02-16,2009,2,8,ES,339.9382
8371,2009-02-23,2009,2,9,ES,333.8841
8372,2009-03-02,2009,3,10,ES,328.4826
8373,2009-03-09,2009,3,11,ES,324.353
8374,2009-03-16,2009,3,12,ES,323.9199
8375,2009-03-23,2009,3,13,ES,325.8243
8376,2009-03-30,2009,3,14,ES,325.1821
8377,2009-04-06,2009,4,15,ES,326.5685
8378,2009-04-13,2009,4,16,ES,326.5685
8379,2009-04-20,2009,4,17,ES,324.2755
8380,2009-04-27,2009,4,18,ES,325.4513
8381,2009-05-04,2009,5,19,ES,326.8796
8382,2009-05-11,2009,5,20,ES,323.9457
8383,2009-05-18,2009,5,21,ES,315.4201
8384,2009-05-25,2009,5,22,ES,310.7316
8385,2009-06-01,2009,6,23,ES,304.887
8386,2009-06-08,2009,6,24,ES,299.6691
8387,2009-06-15,2009,6,25,ES,297.6865
8388,2009-06-22,2009,6,26,ES,300.5368
8389,2009-06-29,2009,6,27,ES,297.6565
8390,2009-07-06,2009,7,28,ES,297.6565
8391,2009-07-13,2009,7,29,ES,298.7845
8392,2009-07-20,2009,7,30,ES,303.6378
8393,2009-07-27,2009,7,31,ES,304.7614
8394,2009-08-03,2009,8,32,ES,303.6049
8395,2009-08-10,2009,8,33,ES,303.5018
8396,2009-08-17,2009,8,34,ES,302.5171
8397,2009-08-24,2009,8,35,ES,302.7761
8398,2009-08-31,2009,8,36,ES,304.2451
8399,2009-09-07,2009,9,37,ES,305.5543
8400,2009-09-14,2009,9,38,ES,305.7708
8401,2009-09-21,2009,9,39,ES,306.32
8402,2009-09-28,2009,9,40,ES,308.8787
8403,2009-10-05,2009,10,41,ES,307.7098
8404,2009-10-12,2009,10,42,ES,309.5945
8405,2009-10-19,2009,10,43,ES,310.5145
8406,2009-10-26,2009,10,44,ES,304.6365
8407,2009-11-02,2009,11,45,ES,308.9405
8408,2009-11-09,2009,11,46,ES,309.831
8409,2009-11-16,2009,11,47,ES,314.3847
8410,2009-11-23,2009,11,48,ES,315.5164
8411,2009-11-30,2009,11,49,ES,315.0012
8412,2009-12-07,2009,12,50,ES,318.9109
8413,2009-12-14,2009,12,51,ES,319.0629
8414,2009-12-21,2009,12,52,ES,319.4483
8415,2009-12-28,2009,12,53,ES,319.4483
8416,2010-01-04,2010,1,1,ES,322.2173
8417,2010-01-11,2010,1,2,ES,324.3042
8418,2010-01-18,2010,1,3,ES,327.24
8419,2010-01-25,2010,1,4,ES,325.6548
8420,2010-02-01,2010,2,5,ES,326.5292
8421,2010-02-08,2010,2,6,ES,328.6359
8422,2010-02-15,2010,2,7,ES,325.4976
8423,2010-02-22,2010,2,8,ES,321.3224
8424,2010-03-01,2010,3,9,ES,323.3832
8425,2010-03-08,2010,3,10,ES,318.9474
8426,2010-03-15,2010,3,11,ES,319.7924
8427,2010-03-22,2010,3,12,ES,316.9764
8428,2010-03-29,2010,3,13,ES,317.9882
8429,2010-04-05,2010,4,14,ES,319.7887
8430,2010-04-12,2010,4,15,ES,318.6361
8431,2010-04-19,2010,4,16,ES,318.7904
8432,2010-04-26,2010,4,17,ES,318.5351
8433,2010-05-03,2010,5,18,ES,314.4503
8434,2010-05-10,2010,5,19,ES,313.0628
8435,2010-05-17,2010,5,20,ES,305.9105
8436,2010-05-24,2010,5,21,ES,305.4782
8437,2010-05-31,2010,5,22,ES,310.4956
8438,2010-06-07,2010,6,23,ES,304.714
8439,2010-06-14,2010,6,24,ES,305.3832
8440,2010-06-21,2010,6,25,ES,306.6023
8441,2010-06-28,2010,6,26,ES,304.4914
8442,2010-07-05,2010,7,27,ES,302.9423
8443,2010-07-12,2010,7,28,ES,306.1879
8444,2010-07-19,2010,7,29,ES,308.5134
8445,2010-07-26,2010,7,30,ES,308.4791
8446,2010-08-02,2010,8,31,ES,304.4285
8447,2010-08-09,2010,8,32,ES,308.695
8448,2010-08-16,2010,8,33,ES,314.4051
8449,2010-08-23,2010,8,34,ES,317.2041
8450,2010-08-30,2010,8,35,ES,320.7345
8451,2010-09-06,2010,9,36,ES,323.4546
8452,2010-09-13,2010,9,37,ES,324.0637
8453,2010-09-20,2010,9,38,ES,324.6112
8454,2010-09-27,2010,9,39,ES,327.2165
8455,2010-10-04,2010,10,40,ES,322.0164
8456,2010-10-11,2010,10,41,ES,320.0507
8457,2010-10-18,2010,10,42,ES,322.3094
8458,2010-10-25,2010,10,43,ES,329.0686
8459,2010-11-01,2010,11,44,ES,332.7111
8460,2010-11-08,2010,11,45,ES,338.8688
8461,2010-11-15,2010,11,46,ES,338.3722
8462,2010-11-22,2010,11,47,ES,340.3973
8463,2010-11-29,2010,11,48,ES,341.0732
8464,2010-12-06,2010,12,49,ES,339.3925
8465,2010-12-13,2010,12,50,ES,338.2149
8466,2010-12-20,2010,12,51,ES,339.4392
8467,2010-12-27,2010,12,52,ES,340.15
8468,2011-01-03,2011,1,1,ES,340.8973
8469,2011-01-10,2011,1,2,ES,342.9605
8470,2011-01-17,2011,1,3,ES,342.6333
8471,2011-01-24,2011,1,4,ES,341.8146
8472,2011-01-31,2011,1,5,ES,342.8902
8473,2011-02-07,2011,2,6,ES,344.8595
8474,2011-02-14,2011,2,7,ES,344.3874
8475,2011-02-21,2011,2,8,ES,340.8674
8476,2011-02-28,2011,2,9,ES,339.6315
8477,2011-03-07,2011,3,10,ES,338.3231
8478,2011-03-14,2011,3,11,ES,336.2962
8479,2011-03-21,2011,3,12,ES,336.4131
8480,2011-03-28,2011,3,13,ES,335.7545
8481,2011-04-04,2011,4,14,ES,335.8585
8482,2011-04-11,2011,4,15,ES,336.2993
8483,2011-04-18,2011,4,16,ES,337.9923
8484,2011-04-25,2011,4,17,ES,341.2404
8485,2011-05-02,2011,5,18,ES,337.2857
8486,2011-05-09,2011,5,19,ES,338.7468
8487,2011-05-16,2011,5,20,ES,335.1137
8488,2011-05-23,2011,5,21,ES,334.6736
8489,2011-05-30,2011,5,22,ES,337.0545
8490,2011-06-06,2011,6,23,ES,335.7169
8491,2011-06-13,2011,6,24,ES,332.9928
8492,2011-06-20,2011,6,25,ES,329.9379
8493,2011-06-27,2011,6,26,ES,327.6408
8494,2011-07-04,2011,7,27,ES,324.7413
8495,2011-07-11,2011,7,28,ES,325.545
8496,2011-07-18,2011,7,29,ES,322.1141
8497,2011-07-25,2011,7,30,ES,325.9676
8498,2011-08-01,2011,8,31,ES,331.5664
8499,2011-08-08,2011,8,32,ES,331.2173
8500,2011-08-15,2011,8,33,ES,334.4305
8501,2011-08-22,2011,8,34,ES,337.3506
8502,2011-08-29,2011,8,35,ES,352.4908
8503,2011-09-05,2011,9,36,ES,344.7827
8504,2011-09-12,2011,9,37,ES,349.8155
8505,2011-09-19,2011,9,38,ES,353.9395
8506,2011-09-26,2011,9,39,ES,359.3779
8507,2011-10-03,2011,10,40,ES,361.8325
8508,2011-10-10,2011,10,41,ES,363.9622
8509,2011-10-17,2011,10,42,ES,366.8577
8510,2011-10-24,2011,10,43,ES,368.4213
8511,2011-10-31,2011,10,44,ES,369.5731
8512,2011-11-07,2011,11,45,ES,371.8039
8513,2011-11-14,2011,11,46,ES,376.2598
8514,2011-11-21,2011,11,47,ES,378.3716
8515,2011-11-28,2011,11,48,ES,382.9283
8516,2011-12-05,2011,12,49,ES,382.1734
8517,2011-12-12,2011,12,50,ES,387.261
8518,2011-12-19,2011,12,51,ES,390.1577
8519,2011-12-26,2011,12,52,ES,388.7655
8520,2012-01-02,2012,1,1,ES,391.0486
8521,2012-01-09,2012,1,2,ES,390.2043
8522,2012-01-16,2012,1,3,ES,389.2277
8523,2012-01-23,2012,1,4,ES,384.0357
8524,2012-01-30,2012,1,5,ES,383.2867
8525,2012-02-06,2012,2,6,ES,381.8309
8526,2012-02-13,2012,2,7,ES,374.7775
8527,2012-02-20,2012,2,8,ES,376.7103
8528,2012-02-27,2012,2,9,ES,380.1767
8529,2012-03-05,2012,3,10,ES,382.5833
8530,2012-03-12,2012,3,11,ES,386.6344
8531,2012-03-19,2012,3,12,ES,386.7871
8532,2012-03-26,2012,3,13,ES,388.0355
8533,2012-04-02,2012,4,14,ES,384.7385
8534,2012-04-09,2012,4,15,ES,386.0974
8535,2012-04-16,2012,4,16,ES,387.7541
8536,2012-04-23,2012,4,17,ES,385.9543
8537,2012-04-30,2012,4,18,ES,385.3684
8538,2012-05-07,2012,5,19,ES,381.9751
8539,2012-05-14,2012,5,20,ES,376.3641
8540,2012-05-21,2012,5,21,ES,370.1307
8541,2012-05-28,2012,5,22,ES,366.134
8542,2012-06-04,2012,6,23,ES,364.2056
8543,2012-06-11,2012,6,24,ES,364.2325
8544,2012-06-18,2012,6,25,ES,363.1741
8545,2012-06-25,2012,6,26,ES,366.4286
8546,2012-07-02,2012,7,27,ES,369.3646
8547,2012-07-09,2012,7,28,ES,366.3627
8548,2012-07-16,2012,7,29,ES,366.8869
8549,2012-07-23,2012,7,30,ES,372.0313
8550,2012-07-30,2012,7,31,ES,373.3833
8551,2012-08-06,2012,8,32,ES,378.6515
8552,2012-08-13,2012,8,33,ES,382.2057
8553,2012-08-20,2012,8,34,ES,382.4549
8554,2012-08-27,2012,8,35,ES,383.9732
8555,2012-09-03,2012,9,36,ES,383.783
8556,2012-09-10,2012,9,37,ES,386.4919
8557,2012-09-17,2012,9,38,ES,384.2549
8558,2012-09-24,2012,9,39,ES,380.6629
8559,2012-10-01,2012,10,40,ES,379.5699
8560,2012-10-08,2012,10,41,ES,378.8341
8561,2012-10-15,2012,10,42,ES,379.0899
8562,2012-10-22,2012,10,43,ES,378.461
8563,2012-10-29,2012,10,44,ES,378.0219
8564,2012-11-05,2012,11,45,ES,378.8951
8565,2012-11-12,2012,11,46,ES,376.9326
8566,2012-11-19,2012,11,47,ES,379.425
8567,2012-11-26,2012,11,48,ES,381.5221
8568,2012-12-03,2012,12,49,ES,381.4236
8569,2012-12-10,2012,12,50,ES,386.1948
8570,2012-12-17,2012,12,51,ES,391.5252
8571,2012-12-24,2012,12,52,ES,387.8266
8572,2012-12-31,2012,12,1,ES,389.1942
8573,2013-01-07,2013,1,2,ES,390.2534
8574,2013-01-14,2013,1,3,ES,385.4289
8575,2013-01-21,2013,1,4,ES,389.9147
8576,2013-01-28,2013,1,5,ES,390.6197
8577,2013-02-04,2013,2,6,ES,387.2758
8578,2013-02-11,2013,2,7,ES,389.5838
8579,2013-02-18,2013,2,8,ES,389.5721
8580,2013-02-25,2013,2,9,ES,387.5946
8581,2013-03-04,2013,3,10,ES,391.4155
8582,2013-03-11,2013,3,11,ES,389.1654
8583,2013-03-18,2013,3,12,ES,389.3288
8584,2013-03-25,2013,3,13,ES,389.4769
8585,2013-04-01,2013,4,14,ES,388.1381
8586,2013-04-08,2013,4,15,ES,389.2128
8587,2013-04-15,2013,4,16,ES,389.274
8588,2013-04-22,2013,4,17,ES,386.4533
8589,2013-04-29,2013,4,18,ES,385.9829
8590,2013-05-06,2013,5,19,ES,382.5634
8591,2013-05-13,2013,5,20,ES,380.7621
8592,2013-05-20,2013,5,21,ES,382.7159
8593,2013-05-27,2013,5,22,ES,380.1945
8594,2013-06-03,2013,6,23,ES,379.5159
8595,2013-06-10,2013,6,24,ES,381.4899
8596,2013-06-17,2013,6,25,ES,376.9537
8597,2013-06-24,2013,6,26,ES,374.122
8598,2013-07-01,2013,7,27,ES,372.7401
8599,2013-07-08,2013,7,28,ES,371.5518
8600,2013-07-15,2013,7,29,ES,371.8971
8601,2013-07-22,2013,7,30,ES,369.167
8602,2013-07-29,2013,7,31,ES,371.0344
8603,2013-08-05,2013,8,32,ES,371.744
8604,2013-08-12,2013,8,33,ES,376.9554
8605,2013-08-19,2013,8,34,ES,375.2812
8606,2013-08-26,2013,8,35,ES,378.7973
8607,2013-09-02,2013,9,36,ES,377.2462
8608,2013-09-09,2013,9,37,ES,376.7246
8609,2013-09-16,2013,9,38,ES,379.1479
8610,2013-09-23,2013,9,39,ES,378.1577
8611,2013-09-30,2013,9,40,ES,377.073
8612,2013-10-07,2013,10,41,ES,379.4545
8613,2013-10-14,2013,10,42,ES,376.7239
8614,2013-10-21,2013,10,43,ES,375.566
8615,2013-10-28,2013,10,44,ES,374.2056
8616,2013-11-04,2013,11,45,ES,378.0286
8617,2013-11-11,2013,11,46,ES,374.9426
8618,2013-11-18,2013,11,47,ES,380.4745
8619,2013-11-25,2013,11,48,ES,378.4668
8620,2013-12-02,2013,12,49,ES,384.441
8621,2013-12-09,2013,12,50,ES,388.6013
8622,2013-12-16,2013,12,51,ES,386.7284
8623,2013-12-23,2013,12,52,ES,390.5881
8624,2013-12-30,2013,12,1,ES,389.3041
8625,2014-01-06,2014,1,2,ES,385.7763
8626,2014-01-13,2014,1,3,ES,389.9143
8627,2014-01-20,2014,1,4,ES,396.5787
8628,2014-01-27,2014,1,5,ES,390.3786
8629,2014-02-03,2014,2,6,ES,394.4758
8630,2014-02-10,2014,2,7,ES,391.4052
8631,2014-02-17,2014,2,8,ES,394.6506
8632,2014-02-24,2014,2,9,ES,396.4202
8633,2014-03-03,2014,3,10,ES,391.2269
8634,2014-03-10,2014,3,11,ES,391.699
8635,2014-03-17,2014,3,12,ES,394.4352
8636,2014-03-24,2014,3,13,ES,393.238
8637,2014-03-31,2014,3,14,ES,392.3746
8638,2014-04-07,2014,4,15,ES,387.1432
8639,2014-04-14,2014,4,16,ES,388.0241
8640,2014-04-21,2014,4,17,ES,386.8944
8641,2014-04-28,2014,4,18,ES,379.3366
8642,2014-05-05,2014,5,19,ES,374.0627
8643,2014-05-12,2014,5,20,ES,375.5322
8644,2014-05-19,2014,5,21,ES,375.7617
