,Date,Country,Price,Year,Month,Week
1806,2017-11-20,BG,,2017,11,47
1807,2017-11-27,BG,,2017,11,48
1808,2017-12-04,BG,,2017,12,49
1809,2017-12-11,BG,,2017,12,50
1810,2017-12-18,BG,,2017,12,51
1811,2017-12-25,BG,,2017,12,52
1812,2018-01-01,BG,,2018,1,1
1813,2018-01-08,BG,,2018,1,2
1814,2018-01-15,BG,,2018,1,3
1815,2018-01-22,BG,,2018,1,4
1816,2018-01-29,BG,,2018,1,5
1817,2018-02-05,BG,,2018,2,6
1818,2018-02-12,BG,,2018,2,7
1819,2018-02-19,BG,,2018,2,8
1820,2018-02-26,BG,,2018,2,9
1821,2018-03-05,BG,,2018,3,10
1822,2018-03-12,BG,,2018,3,11
1823,2018-03-19,BG,,2018,3,12
1824,2018-03-26,BG,,2018,3,13
1825,2018-04-02,BG,,2018,4,14
1826,2018-04-09,BG,,2018,4,15
1827,2018-04-16,BG,,2018,4,16
1828,2018-04-23,BG,,2018,4,17
1829,2018-04-30,BG,,2018,4,18
1830,2018-05-07,BG,,2018,5,19
1831,2018-05-14,BG,,2018,5,20
1832,2018-05-21,BG,,2018,5,21
1833,2018-05-28,BG,,2018,5,22
1834,2018-06-04,BG,,2018,6,23
1835,2018-06-11,BG,,2018,6,24
1836,2018-06-18,BG,,2018,6,25
1837,2018-06-25,BG,,2018,6,26
1838,2018-07-02,BG,,2018,7,27
1839,2018-07-09,BG,,2018,7,28
1840,2018-07-16,BG,,2018,7,29
1841,2018-07-23,BG,,2018,7,30
1842,2018-07-30,BG,,2018,7,31
1843,2018-08-06,BG,,2018,8,32
1844,2018-08-13,BG,,2018,8,33
1845,2018-08-20,BG,163.72,2018,8,34
1846,2018-08-27,BG,,2018,8,35
1847,2018-09-03,BG,,2018,9,36
1848,2018-09-10,BG,299.73,2018,9,37
1849,2018-09-17,BG,,2018,9,38
1850,2018-09-24,BG,,2018,9,39
1851,2018-10-01,BG,,2018,10,40
1852,2018-10-08,BG,214.09,2018,10,41
1853,2018-10-15,BG,,2018,10,42
1854,2018-10-22,BG,,2018,10,43
1855,2018-10-29,BG,,2018,10,44
1856,2018-11-05,BG,,2018,11,45
1857,2018-11-12,BG,,2018,11,46
1858,2018-11-19,BG,,2018,11,47
1859,2018-11-26,BG,,2018,11,48
1860,2018-12-03,BG,,2018,12,49
1861,2018-12-10,BG,,2018,12,50
1862,2018-12-17,BG,,2018,12,51
1863,2018-12-24,BG,,2018,12,52
1864,2018-12-31,BG,,2018,12,1
1865,2019-01-07,BG,,2019,1,2
1866,2019-01-14,BG,,2019,1,3
1867,2019-01-21,BG,,2019,1,4
1868,2019-01-28,BG,,2019,1,5
1869,2019-02-04,BG,,2019,2,6
1870,2019-02-11,BG,,2019,2,7
1871,2019-02-18,BG,,2019,2,8
1872,2019-02-25,BG,,2019,2,9
1873,2019-03-04,BG,,2019,3,10
1874,2019-03-11,BG,,2019,3,11
1875,2019-03-18,BG,,2019,3,12
1876,2019-03-25,BG,,2019,3,13
1877,2019-04-01,BG,,2019,4,14
1878,2019-04-08,BG,,2019,4,15
1879,2019-04-15,BG,,2019,4,16
1880,2019-04-22,BG,327.23,2019,4,17
1881,2019-04-29,BG,,2019,4,18
1882,2019-05-06,BG,,2019,5,19
1883,2019-05-13,BG,,2019,5,20
1884,2019-05-20,BG,,2019,5,21
1885,2019-05-27,BG,,2019,5,22
1886,2019-06-03,BG,,2019,6,23
1887,2019-06-10,BG,,2019,6,24
1888,2019-06-17,BG,,2019,6,25
1889,2019-06-24,BG,,2019,6,26
1890,2019-07-01,BG,,2019,7,27
1891,2019-07-08,BG,,2019,7,28
1892,2019-07-15,BG,,2019,7,29
1893,2019-07-22,BG,,2019,7,30
1894,2019-07-29,BG,,2019,7,31
1895,2019-08-05,BG,,2019,8,32
1896,2019-08-12,BG,,2019,8,33
1897,2019-08-19,BG,,2019,8,34
1898,2019-08-26,BG,,2019,8,35
1899,2019-09-02,BG,,2019,9,36
1900,2019-09-09,BG,,2019,9,37
1901,2019-09-16,BG,,2019,9,38
1902,2019-09-23,BG,,2019,9,39
1903,2019-09-30,BG,,2019,9,40
1904,2019-10-07,BG,,2019,10,41
1905,2019-10-14,BG,,2019,10,42
1906,2019-10-21,BG,,2019,10,43
1907,2019-10-28,BG,,2019,10,44
1908,2019-11-04,BG,,2019,11,45
1909,2019-11-11,BG,,2019,11,46
1910,2019-11-18,BG,,2019,11,47
1911,2019-11-25,BG,,2019,11,48
1912,2019-12-02,BG,,2019,12,49
1913,2019-12-09,BG,,2019,12,50
1914,2019-12-16,BG,,2019,12,51
1915,2019-12-23,BG,,2019,12,52
1916,2019-12-30,BG,,2019,12,1
1917,2020-01-06,BG,,2020,1,2
1918,2020-01-13,BG,,2020,1,3
1919,2020-01-20,BG,,2020,1,4
1920,2020-01-27,BG,,2020,1,5
1921,2020-02-03,BG,,2020,2,6
1922,2020-02-10,BG,,2020,2,7
1923,2020-02-17,BG,,2020,2,8
1924,2020-02-24,BG,,2020,2,9
1925,2020-03-02,BG,,2020,3,10
1926,2020-03-09,BG,,2020,3,11
1927,2020-03-16,BG,,2020,3,12
1928,2020-03-23,BG,,2020,3,13
1929,2020-03-30,BG,,2020,3,14
1930,2020-04-06,BG,,2020,4,15
1931,2020-04-13,BG,,2020,4,16
1932,2020-04-20,BG,,2020,4,17
1933,2020-04-27,BG,,2020,4,18
1934,2020-05-04,BG,,2020,5,19
1935,2020-05-11,BG,,2020,5,20
1936,2020-05-18,BG,,2020,5,21
1937,2020-05-25,BG,,2020,5,22
1938,2020-06-01,BG,,2020,6,23
1939,2020-06-08,BG,,2020,6,24
1940,2020-06-15,BG,,2020,6,25
1941,2020-06-22,BG,,2020,6,26
1942,2020-06-29,BG,,2020,6,27
1943,2020-07-06,BG,,2020,7,28
1944,2020-07-13,BG,,2020,7,29
1945,2020-07-20,BG,,2020,7,30
1946,2020-07-27,BG,,2020,7,31
1947,2020-08-03,BG,,2020,8,32
1948,2020-08-10,BG,,2020,8,33
1949,2020-08-17,BG,,2020,8,34
1950,2020-08-24,BG,,2020,8,35
1951,2020-08-31,BG,,2020,8,36
1952,2020-09-07,BG,,2020,9,37
1953,2020-09-14,BG,,2020,9,38
1954,2020-09-21,BG,,2020,9,39
1955,2020-09-28,BG,,2020,9,40
1956,2020-10-05,BG,,2020,10,41
1957,2020-10-12,BG,,2020,10,42
1958,2020-10-19,BG,,2020,10,43
1959,2020-10-26,BG,,2020,10,44
1960,2020-11-02,BG,,2020,11,45
1961,2020-11-09,BG,,2020,11,46
1962,2020-11-16,BG,,2020,11,47
1963,2020-11-23,BG,,2020,11,48
1964,2020-11-30,BG,,2020,11,49
1965,2020-12-07,BG,,2020,12,50
1966,2020-12-14,BG,,2020,12,51
1967,2020-12-21,BG,,2020,12,52
1968,2020-12-28,BG,,2020,12,53
1969,2021-01-04,BG,,2021,1,1
1970,2021-01-11,BG,,2021,1,2
1971,2021-01-18,BG,,2021,1,3
1972,2021-01-25,BG,,2021,1,4
1973,2021-02-01,BG,,2021,2,5
1974,2021-02-08,BG,,2021,2,6
1975,2021-02-15,BG,,2021,2,7
1976,2021-02-22,BG,,2021,2,8
1977,2021-03-01,BG,,2021,3,9
1978,2021-03-08,BG,,2021,3,10
1979,2021-03-15,BG,,2021,3,11
1980,2021-03-22,BG,,2021,3,12
1981,2021-03-29,BG,,2021,3,13
1982,2021-04-05,BG,,2021,4,14
1983,2021-04-12,BG,,2021,4,15
1984,2021-04-19,BG,,2021,4,16
1985,2021-04-26,BG,,2021,4,17
1986,2021-05-03,BG,,2021,5,18
1987,2021-05-10,BG,,2021,5,19
1988,2021-05-17,BG,,2021,5,20
1989,2021-05-24,BG,,2021,5,21
1990,2021-05-31,BG,,2021,5,22
1991,2021-06-07,BG,,2021,6,23
1992,2021-06-14,BG,,2021,6,24
1993,2021-06-21,BG,,2021,6,25
1994,2021-06-28,BG,,2021,6,26
1995,2021-07-05,BG,,2021,7,27
1996,2021-07-12,BG,,2021,7,28
1997,2021-07-19,BG,,2021,7,29
1998,2021-07-26,BG,,2021,7,30
1999,2021-08-02,BG,,2021,8,31
2000,2021-08-09,BG,,2021,8,32
2001,2021-08-16,BG,,2021,8,33
2002,2021-08-23,BG,,2021,8,34
2003,2021-08-30,BG,,2021,8,35
2004,2021-09-06,BG,271.63,2021,9,36
2005,2021-09-13,BG,271.63,2021,9,37
2006,2002-07-01,CZ,,2002,7,27
2007,2002-07-08,CZ,,2002,7,28
2008,2002-07-15,CZ,,2002,7,29
2009,2002-07-22,CZ,,2002,7,30
2010,2002-07-29,CZ,,2002,7,31
2011,2002-08-05,CZ,,2002,8,32
2012,2002-08-12,CZ,,2002,8,33
2013,2002-08-19,CZ,,2002,8,34
2014,2002-08-26,CZ,,2002,8,35
2015,2002-09-02,CZ,,2002,9,36
2016,2002-09-09,CZ,,2002,9,37
2017,2002-09-16,CZ,,2002,9,38
2018,2002-09-23,CZ,,2002,9,39
2019,2002-09-30,CZ,,2002,9,40
2020,2002-10-07,CZ,,2002,10,41
2021,2002-10-14,CZ,,2002,10,42
2022,2002-10-21,CZ,,2002,10,43
2023,2002-10-28,CZ,,2002,10,44
2024,2002-11-04,CZ,,2002,11,45
2025,2002-11-11,CZ,,2002,11,46
2026,2002-11-18,CZ,,2002,11,47
2027,2002-11-25,CZ,,2002,11,48
2028,2002-12-02,CZ,,2002,12,49
2029,2002-12-09,CZ,,2002,12,50
2030,2002-12-16,CZ,,2002,12,51
2031,2002-12-23,CZ,,2002,12,52
2032,2002-12-30,CZ,,2002,12,1
2033,2003-01-06,CZ,,2003,1,2
2034,2003-01-13,CZ,,2003,1,3
2035,2003-01-20,CZ,,2003,1,4
2036,2003-01-27,CZ,,2003,1,5
2037,2003-02-03,CZ,,2003,2,6
2038,2003-02-10,CZ,,2003,2,7
2039,2003-02-17,CZ,,2003,2,8
2040,2003-02-24,CZ,,2003,2,9
2041,2003-03-03,CZ,,2003,3,10
2042,2003-03-10,CZ,,2003,3,11
2043,2003-03-17,CZ,,2003,3,12
2044,2003-03-24,CZ,,2003,3,13
2045,2003-03-31,CZ,,2003,3,14
2046,2003-04-07,CZ,,2003,4,15
2047,2003-04-14,CZ,,2003,4,16
2048,2003-04-21,CZ,,2003,4,17
2049,2003-04-28,CZ,,2003,4,18
2050,2003-05-05,CZ,,2003,5,19
2051,2003-05-12,CZ,,2003,5,20
2052,2003-05-19,CZ,,2003,5,21
2053,2003-05-26,CZ,,2003,5,22
2054,2003-06-02,CZ,,2003,6,23
2055,2003-06-09,CZ,,2003,6,24
2056,2003-06-16,CZ,,2003,6,25
2057,2003-06-23,CZ,,2003,6,26
2058,2003-06-30,CZ,,2003,6,27
2059,2003-07-07,CZ,,2003,7,28
2060,2003-07-14,CZ,,2003,7,29
2061,2003-07-21,CZ,,2003,7,30
2062,2003-07-28,CZ,,2003,7,31
2063,2003-08-04,CZ,,2003,8,32
2064,2003-08-11,CZ,,2003,8,33
2065,2003-08-18,CZ,,2003,8,34
2066,2003-08-25,CZ,,2003,8,35
2067,2003-09-01,CZ,,2003,9,36
2068,2003-09-08,CZ,,2003,9,37
2069,2003-09-15,CZ,,2003,9,38
2070,2003-09-22,CZ,,2003,9,39
2071,2003-09-29,CZ,,2003,9,40
2072,2003-10-06,CZ,,2003,10,41
2073,2003-10-13,CZ,,2003,10,42
2074,2003-10-20,CZ,,2003,10,43
2075,2003-10-27,CZ,,2003,10,44
2076,2003-11-03,CZ,,2003,11,45
2077,2003-11-10,CZ,,2003,11,46
2078,2003-11-17,CZ,,2003,11,47
2079,2003-11-24,CZ,,2003,11,48
2080,2003-12-01,CZ,,2003,12,49
2081,2003-12-08,CZ,,2003,12,50
2082,2003-12-15,CZ,,2003,12,51
2083,2003-12-22,CZ,,2003,12,52
2084,2003-12-29,CZ,,2003,12,1
2085,2004-01-05,CZ,,2004,1,2
2086,2004-01-12,CZ,,2004,1,3
2087,2004-01-19,CZ,,2004,1,4
2088,2004-01-26,CZ,,2004,1,5
2089,2004-02-02,CZ,,2004,2,6
2090,2004-02-09,CZ,,2004,2,7
2091,2004-02-16,CZ,,2004,2,8
2092,2004-02-23,CZ,,2004,2,9
2093,2004-03-01,CZ,,2004,3,10
2094,2004-03-08,CZ,,2004,3,11
2095,2004-03-15,CZ,,2004,3,12
2096,2004-03-22,CZ,,2004,3,13
2097,2004-03-29,CZ,,2004,3,14
2098,2004-04-05,CZ,,2004,4,15
2099,2004-04-12,CZ,,2004,4,16
2100,2004-04-19,CZ,,2004,4,17
2101,2004-04-26,CZ,,2004,4,18
2102,2004-05-03,CZ,205.66,2004,5,19
2103,2004-05-10,CZ,206.12,2004,5,20
2104,2004-05-17,CZ,208.38,2004,5,21
2105,2004-05-24,CZ,209.74,2004,5,22
2106,2004-05-31,CZ,213.73,2004,5,23
2107,2004-06-07,CZ,214.8,2004,6,24
2108,2004-06-14,CZ,213.18,2004,6,25
2109,2004-06-21,CZ,213.43,2004,6,26
2110,2004-06-28,CZ,215.73,2004,6,27
2111,2004-07-05,CZ,215.98,2004,7,28
2112,2004-07-12,CZ,220.72,2004,7,29
2113,2004-07-19,CZ,223.1,2004,7,30
2114,2004-07-26,CZ,220.23,2004,7,31
2115,2004-08-02,CZ,219.21,2004,8,32
2116,2004-08-09,CZ,217.38,2004,8,33
2117,2004-08-16,CZ,217.36,2004,8,34
2118,2004-08-23,CZ,219.86,2004,8,35
2119,2004-08-30,CZ,217.56,2004,8,36
2120,2004-09-06,CZ,217.79,2004,9,37
2121,2004-09-13,CZ,220.6,2004,9,38
2122,2004-09-20,CZ,221.59,2004,9,39
2123,2004-09-27,CZ,219.4,2004,9,40
2124,2004-10-04,CZ,222.3,2004,10,41
2125,2004-10-11,CZ,222.1,2004,10,42
2126,2004-10-18,CZ,222.94,2004,10,43
2127,2004-10-25,CZ,222.05,2004,10,44
2128,2004-11-01,CZ,220.95,2004,11,45
2129,2004-11-08,CZ,224.46,2004,11,46
2130,2004-11-15,CZ,224.3,2004,11,47
2131,2004-11-22,CZ,225.35,2004,11,48
2132,2004-11-29,CZ,225.97,2004,11,49
2133,2004-12-06,CZ,227.11,2004,12,50
2134,2004-12-13,CZ,229.41,2004,12,51
2135,2004-12-20,CZ,232.53,2004,12,52
2136,2004-12-27,CZ,230.76,2004,12,53
2137,2005-01-03,CZ,233.46,2005,1,1
2138,2005-01-10,CZ,233.61,2005,1,2
2139,2005-01-17,CZ,234.77,2005,1,3
2140,2005-01-24,CZ,237.85,2005,1,4
2141,2005-01-31,CZ,239.04,2005,1,5
2142,2005-02-07,CZ,239.53,2005,2,6
2143,2005-02-14,CZ,242.55,2005,2,7
2144,2005-02-21,CZ,244.01,2005,2,8
2145,2005-02-28,CZ,246.9,2005,2,9
2146,2005-03-07,CZ,248.44,2005,3,10
2147,2005-03-14,CZ,249.95,2005,3,11
2148,2005-03-21,CZ,246.34,2005,3,12
2149,2005-03-28,CZ,247.8,2005,3,13
2150,2005-04-04,CZ,246.82,2005,4,14
2151,2005-04-11,CZ,247.88,2005,4,15
2152,2005-04-18,CZ,247.6,2005,4,16
2153,2005-04-25,CZ,248.03,2005,4,17
2154,2005-05-02,CZ,248.33,2005,5,18
2155,2005-05-09,CZ,250.4,2005,5,19
2156,2005-05-16,CZ,248.15,2005,5,20
2157,2005-05-23,CZ,247.86,2005,5,21
2158,2005-05-30,CZ,246.89,2005,5,22
2159,2005-06-06,CZ,251.08,2005,6,23
2160,2005-06-13,CZ,251.71,2005,6,24
2161,2005-06-20,CZ,255.05,2005,6,25
2162,2005-06-27,CZ,259.29,2005,6,26
2163,2005-07-04,CZ,255.26,2005,7,27
2164,2005-07-11,CZ,257.64,2005,7,28
2165,2005-07-18,CZ,259.09,2005,7,29
2166,2005-07-25,CZ,258.73,2005,7,30
2167,2005-08-01,CZ,257.2,2005,8,31
2168,2005-08-08,CZ,258.85,2005,8,32
2169,2005-08-15,CZ,260.31,2005,8,33
2170,2005-08-22,CZ,260.28,2005,8,34
2171,2005-08-29,CZ,260.75,2005,8,35
2172,2005-09-05,CZ,263.71,2005,9,36
2173,2005-09-12,CZ,261.44,2005,9,37
2174,2005-09-19,CZ,258.38,2005,9,38
2175,2005-09-26,CZ,255.58,2005,9,39
2176,2005-10-03,CZ,255.64,2005,10,40
2177,2005-10-10,CZ,252.14,2005,10,41
2178,2005-10-17,CZ,247.19,2005,10,42
2179,2005-10-24,CZ,249.8,2005,10,43
2180,2005-10-31,CZ,250.42,2005,10,44
2181,2005-11-07,CZ,253.18,2005,11,45
2182,2005-11-14,CZ,251.87,2005,11,46
2183,2005-11-21,CZ,252.59,2005,11,47
2184,2005-11-28,CZ,254.3,2005,11,48
2185,2005-12-05,CZ,256.28,2005,12,49
2186,2005-12-12,CZ,255.81,2005,12,50
2187,2005-12-19,CZ,256.51,2005,12,51
2188,2005-12-26,CZ,259.73,2005,12,52
2189,2006-01-02,CZ,256.41,2006,1,1
2190,2006-01-09,CZ,249.1,2006,1,2
2191,2006-01-16,CZ,259.81,2006,1,3
2192,2006-01-23,CZ,263.81,2006,1,4
2193,2006-01-30,CZ,265.13,2006,1,5
2194,2006-02-06,CZ,266.22,2006,2,6
2195,2006-02-13,CZ,268.78,2006,2,7
2196,2006-02-20,CZ,269.43,2006,2,8
2197,2006-02-27,CZ,270.94,2006,2,9
2198,2006-03-06,CZ,266.36,2006,3,10
2199,2006-03-13,CZ,268.17,2006,3,11
2200,2006-03-20,CZ,271.69,2006,3,12
2201,2006-03-27,CZ,271.93,2006,3,13
2202,2006-04-03,CZ,272.87,2006,4,14
2203,2006-04-10,CZ,273.29,2006,4,15
2204,2006-04-17,CZ,273.67,2006,4,16
2205,2006-04-24,CZ,275.97,2006,4,17
2206,2006-05-01,CZ,276.75,2006,5,18
2207,2006-05-08,CZ,277.58,2006,5,19
2208,2006-05-15,CZ,276.82,2006,5,20
2209,2006-05-22,CZ,279.5,2006,5,21
2210,2006-05-29,CZ,279.37,2006,5,22
2211,2006-06-05,CZ,277.12,2006,6,23
2212,2006-06-12,CZ,275.82,2006,6,24
2213,2006-06-19,CZ,273.09,2006,6,25
2214,2006-06-26,CZ,273.68,2006,6,26
2215,2006-07-03,CZ,275.27,2006,7,27
2216,2006-07-10,CZ,274.22,2006,7,28
2217,2006-07-17,CZ,275.41,2006,7,29
2218,2006-07-24,CZ,273.78,2006,7,30
2219,2006-07-31,CZ,270.81,2006,7,31
2220,2006-08-07,CZ,269.92,2006,8,32
2221,2006-08-14,CZ,270.58,2006,8,33
2222,2006-08-21,CZ,269.47,2006,8,34
2223,2006-08-28,CZ,265.79,2006,8,35
2224,2006-09-04,CZ,265.84,2006,9,36
2225,2006-09-11,CZ,266.17,2006,9,37
2226,2006-09-18,CZ,264.02,2006,9,38
2227,2006-09-25,CZ,262.71,2006,9,39
2228,2006-10-02,CZ,264.39,2006,10,40
2229,2006-10-09,CZ,263.02,2006,10,41
2230,2006-10-16,CZ,263.6,2006,10,42
2231,2006-10-23,CZ,262.69,2006,10,43
2232,2006-10-30,CZ,266.22,2006,10,44
2233,2006-11-06,CZ,267.38,2006,11,45
2234,2006-11-13,CZ,265.71,2006,11,46
2235,2006-11-20,CZ,266.2,2006,11,47
2236,2006-11-27,CZ,267.44,2006,11,48
2237,2006-12-04,CZ,268.02,2006,12,49
2238,2006-12-11,CZ,267.03,2006,12,50
2239,2006-12-18,CZ,269.34,2006,12,51
2240,2006-12-25,CZ,270.92,2006,12,52
2241,2007-01-01,CZ,271.3,2007,1,1
2242,2007-01-08,CZ,267.54,2007,1,2
2243,2007-01-15,CZ,268.75,2007,1,3
2244,2007-01-22,CZ,266.44,2007,1,4
2245,2007-01-29,CZ,264.43,2007,1,5
2246,2007-02-05,CZ,264.35,2007,2,6
2247,2007-02-12,CZ,264.08,2007,2,7
2248,2007-02-19,CZ,265.31,2007,2,8
2249,2007-02-26,CZ,264.66,2007,2,9
2250,2007-03-05,CZ,265.22,2007,3,10
2251,2007-03-12,CZ,267.22,2007,3,11
2252,2007-03-19,CZ,270.18,2007,3,12
2253,2007-03-26,CZ,267.94,2007,3,13
2254,2007-04-02,CZ,268.83,2007,4,14
2255,2007-04-09,CZ,267.62,2007,4,15
2256,2007-04-16,CZ,267.74,2007,4,16
2257,2007-04-23,CZ,267.76,2007,4,17
2258,2007-04-30,CZ,265.01,2007,4,18
2259,2007-05-07,CZ,264.84,2007,5,19
2260,2007-05-14,CZ,263.05,2007,5,20
2261,2007-05-21,CZ,262.69,2007,5,21
2262,2007-05-28,CZ,258.9,2007,5,22
2263,2007-06-04,CZ,259.98,2007,6,23
2264,2007-06-11,CZ,255.13,2007,6,24
2265,2007-06-18,CZ,255.2,2007,6,25
2266,2007-06-25,CZ,251.7,2007,6,26
2267,2007-07-02,CZ,252.09,2007,7,27
2268,2007-07-09,CZ,252.57,2007,7,28
2269,2007-07-16,CZ,254.46,2007,7,29
2270,2007-07-23,CZ,257.17,2007,7,30
2271,2007-07-30,CZ,255.91,2007,7,31
2272,2007-08-06,CZ,256.32,2007,8,32
2273,2007-08-13,CZ,259.51,2007,8,33
2274,2007-08-20,CZ,260.31,2007,8,34
2275,2007-08-27,CZ,260.13,2007,8,35
2276,2007-09-03,CZ,258.56,2007,9,36
2277,2007-09-10,CZ,259.5,2007,9,37
2278,2007-09-17,CZ,260.26,2007,9,38
2279,2007-09-24,CZ,261.19,2007,9,39
2280,2007-10-01,CZ,260.68,2007,10,40
2281,2007-10-08,CZ,259.51,2007,10,41
2282,2007-10-15,CZ,259.76,2007,10,42
2283,2007-10-22,CZ,261.76,2007,10,43
2284,2007-10-29,CZ,263.85,2007,10,44
2285,2007-11-05,CZ,264.39,2007,11,45
2286,2007-11-12,CZ,267.25,2007,11,46
2287,2007-11-19,CZ,265.29,2007,11,47
2288,2007-11-26,CZ,267.9,2007,11,48
2289,2007-12-03,CZ,272.66,2007,12,49
2290,2007-12-10,CZ,271.98,2007,12,50
2291,2007-12-17,CZ,270.1,2007,12,51
2292,2007-12-24,CZ,268.98,2007,12,52
2293,2007-12-31,CZ,274.71,2007,12,1
2294,2008-01-07,CZ,279.83,2008,1,2
2295,2008-01-14,CZ,280.1,2008,1,3
2296,2008-01-21,CZ,279.28,2008,1,4
2297,2008-01-28,CZ,281.85,2008,1,5
2298,2008-02-04,CZ,283.4,2008,2,6
2299,2008-02-11,CZ,287.6,2008,2,7
2300,2008-02-18,CZ,290.84,2008,2,8
2301,2008-02-25,CZ,292.54,2008,2,9
2302,2008-03-03,CZ,290.89,2008,3,10
2303,2008-03-10,CZ,290.46,2008,3,11
2304,2008-03-17,CZ,286.53,2008,3,12
2305,2008-03-24,CZ,285.53,2008,3,13
2306,2008-03-31,CZ,288.26,2008,3,14
2307,2008-04-07,CZ,291.17,2008,4,15
2308,2008-04-14,CZ,291.69,2008,4,16
2309,2008-04-21,CZ,289.66,2008,4,17
2310,2008-04-28,CZ,290.55,2008,4,18
2311,2008-05-05,CZ,289.9,2008,5,19
2312,2008-05-12,CZ,292.15,2008,5,20
2313,2008-05-19,CZ,290.27,2008,5,21
2314,2008-05-26,CZ,290.3,2008,5,22
2315,2008-06-02,CZ,293.92,2008,6,23
2316,2008-06-09,CZ,299.1,2008,6,24
2317,2008-06-16,CZ,299.95,2008,6,25
2318,2008-06-23,CZ,302.03,2008,6,26
2319,2008-06-30,CZ,304.57,2008,6,27
2320,2008-07-07,CZ,309.0,2008,7,28
2321,2008-07-14,CZ,308.76,2008,7,29
2322,2008-07-21,CZ,306.95,2008,7,30
2323,2008-07-28,CZ,300.69,2008,7,31
2324,2008-08-04,CZ,298.61,2008,8,32
2325,2008-08-11,CZ,294.1,2008,8,33
2326,2008-08-18,CZ,292.24,2008,8,34
2327,2008-08-25,CZ,290.35,2008,8,35
2328,2008-09-01,CZ,290.22,2008,9,36
2329,2008-09-08,CZ,289.99,2008,9,37
2330,2008-09-15,CZ,296.77,2008,9,38
2331,2008-09-22,CZ,295.38,2008,9,39
2332,2008-09-29,CZ,291.45,2008,9,40
2333,2008-10-06,CZ,290.41,2008,10,41
2334,2008-10-13,CZ,289.91,2008,10,42
2335,2008-10-20,CZ,284.92,2008,10,43
2336,2008-10-27,CZ,295.45,2008,10,44
2337,2008-11-03,CZ,291.23,2008,11,45
2338,2008-11-10,CZ,282.96,2008,11,46
2339,2008-11-17,CZ,276.86,2008,11,47
2340,2008-11-24,CZ,286.22,2008,11,48
2341,2008-12-01,CZ,282.74,2008,12,49
2342,2008-12-08,CZ,282.76,2008,12,50
2343,2008-12-15,CZ,275.31,2008,12,51
2344,2008-12-22,CZ,274.66,2008,12,52
2345,2008-12-29,CZ,274.07,2008,12,1
2346,2009-01-05,CZ,276.81,2009,1,2
2347,2009-01-12,CZ,279.81,2009,1,3
2348,2009-01-19,CZ,273.87,2009,1,4
2349,2009-01-26,CZ,276.45,2009,1,5
2350,2009-02-02,CZ,274.12,2009,2,6
2351,2009-02-09,CZ,271.95,2009,2,7
2352,2009-02-16,CZ,268.56,2009,2,8
2353,2009-02-23,CZ,276.79,2009,2,9
2354,2009-03-02,CZ,280.52,2009,3,10
2355,2009-03-09,CZ,290.5,2009,3,11
2356,2009-03-16,CZ,297.37,2009,3,12
2357,2009-03-23,CZ,292.8,2009,3,13
2358,2009-03-30,CZ,290.35,2009,3,14
2359,2009-04-06,CZ,294.76,2009,4,15
2360,2009-04-13,CZ,291.73,2009,4,16
2361,2009-04-20,CZ,287.18,2009,4,17
2362,2009-04-27,CZ,287.48,2009,4,18
2363,2009-05-04,CZ,287.16,2009,5,19
2364,2009-05-11,CZ,282.76,2009,5,20
2365,2009-05-18,CZ,281.11,2009,5,21
2366,2009-05-25,CZ,282.39,2009,5,22
2367,2009-06-01,CZ,278.67,2009,6,23
2368,2009-06-08,CZ,279.37,2009,6,24
2369,2009-06-15,CZ,279.11,2009,6,25
2370,2009-06-22,CZ,284.05,2009,6,26
2371,2009-06-29,CZ,284.91,2009,6,27
2372,2009-07-06,CZ,282.55,2009,7,28
2373,2009-07-13,CZ,282.02,2009,7,29
2374,2009-07-20,CZ,285.44,2009,7,30
2375,2009-07-27,CZ,284.35,2009,7,31
2376,2009-08-03,CZ,282.98,2009,8,32
2377,2009-08-10,CZ,281.97,2009,8,33
2378,2009-08-17,CZ,282.06,2009,8,34
2379,2009-08-24,CZ,285.24,2009,8,35
2380,2009-08-31,CZ,284.66,2009,8,36
2381,2009-09-07,CZ,283.34,2009,9,37
2382,2009-09-14,CZ,283.63,2009,9,38
2383,2009-09-21,CZ,286.17,2009,9,39
2384,2009-09-28,CZ,282.93,2009,9,40
2385,2009-10-05,CZ,277.53,2009,10,41
2386,2009-10-12,CZ,276.49,2009,10,42
2387,2009-10-19,CZ,275.84,2009,10,43
2388,2009-10-26,CZ,270.28,2009,10,44
2389,2009-11-02,CZ,274.73,2009,11,45
2390,2009-11-09,CZ,277.72,2009,11,46
2391,2009-11-16,CZ,277.72,2009,11,47
2392,2009-11-23,CZ,273.43,2009,11,48
2393,2009-11-30,CZ,275.9,2009,11,49
2394,2009-12-07,CZ,278.65,2009,12,50
2395,2009-12-14,CZ,274.68,2009,12,51
2396,2009-12-21,CZ,272.34,2009,12,52
2397,2009-12-28,CZ,271.91,2009,12,53
2398,2010-01-04,CZ,273.79,2010,1,1
2399,2010-01-11,CZ,280.71,2010,1,2
2400,2010-01-18,CZ,286.97,2010,1,3
2401,2010-01-25,CZ,285.94,2010,1,4
2402,2010-02-01,CZ,285.94,2010,2,5
2403,2010-02-08,CZ,286.92,2010,2,6
2404,2010-02-15,CZ,292.38,2010,2,7
2405,2010-02-22,CZ,293.97,2010,2,8
2406,2010-03-01,CZ,293.28,2010,3,9
2407,2010-03-08,CZ,297.53,2010,3,10
